"compositeSampleID","siteID","sampleID","plotID","biomassID","geneticSampleID","biome","nlcdClass","horizon","sampleBottomDepth","sampleTopDepth","litterDepth","standingWaterDepth","soilTemp","sampleTiming","domainID","decimalLatitude","decimalLongitude","proportion_fungi","proportion_bacteria","gram_positive","gram_negative","total_fungi","total_bacteria","proportion_sap_ecto_fungi","proportion_arbuscular_fungi","bacteria_fungi_total","total_biomass","db_name","Bacteria","Eukaryota","Archaea","fungi_domain_metagenome","sample_id","genus_amf_metagenome","genus_fungi_metagenome","genus_fungi_minus_amf_metagenome","phyla_fungi_metagenome","seq_depth"
NA,"HARV","HARV_021-O-24-30.5-20201013","HARV_021","HARV_021-O-24-30.5-20201013-BM","HARV_021-O-24-30.5-20201013-GEN","Forest","evergreenForest","O",9.5,0,3,0,10,"fallWinterTransition","D01",42.45243,-72.250472,0.447027080548542,0.552972919451458,114.76,108.63,180.59,223.39,0.130105450764889,0.0384920045546809,403.98,462.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_021-O-3-0.5-20201013","HARV_021","HARV_021-O-3-0.5-20201013-BM","HARV_021-O-3-0.5-20201013-GEN","Forest","evergreenForest","O",3.3,0,4,0,10.1,"fallWinterTransition","D01",42.45243,-72.250472,0.396015154590353,0.603984845409647,92.87,85.68,117.07,178.55,0.12211623029565,0.0457005615316961,295.62,348.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_021-O-7-21.5-20201013","HARV_021","HARV_021-O-7-21.5-20201013-BM","HARV_021-O-7-21.5-20201013-GEN","Forest","evergreenForest","O",6.5,0,5,0,10.5,"fallWinterTransition","D01",42.45243,-72.250472,0.457052067127867,0.542947932872133,86.69,77.34,138.08,164.03,0.126179206249379,0.0343583462977061,302.11,362.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_035-O-29.5-36-20201013","HARV_035","HARV_035-O-29.5-36-20201013-BM","HARV_035-O-29.5-36-20201013-GEN","Forest","evergreenForest","O",4.9,0,1,0,9.3,"fallWinterTransition","D01",42.539966,-72.178072,0.469910505734457,0.530089494265543,107.79,94.19,179.05,201.98,0.133847728525313,0.0340918037949768,381.03,426.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_035-O-20-5.5-20201013","HARV_035","HARV_035-O-20-5.5-20201013-BM","HARV_035-O-20-5.5-20201013-GEN","Forest","evergreenForest","O",5.9,0,2,0,9.4,"fallWinterTransition","D01",42.539966,-72.178072,0.448635482192688,0.551364517807312,123.16,109.99,189.71,233.15,0.144208485077804,0.0356855696920967,422.86,473.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_035-O-7.5-37.5-20201013","HARV_035","HARV_035-O-7.5-37.5-20201013-BM","HARV_035-O-7.5-37.5-20201013-GEN","Forest","evergreenForest","O",8.1,0,2,0,9.3,"fallWinterTransition","D01",42.539966,-72.178072,0.45983328991925,0.54016671008075,114.99,92.38,176.53,207.37,0.138239124772076,0.0288616827298776,383.9,428.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_034-O-2.5-36-20201014","HARV_034","HARV_034-O-2.5-36-20201014-BM","HARV_034-O-2.5-36-20201014-GEN","Forest","evergreenForest","O",9.5,0,2,0,9.5,"fallWinterTransition","D01",42.535686,-72.177968,0.421797714480641,0.578202285519359,120.29,117.01,173.11,237.3,0.135352452425623,0.0320654954801296,410.41,456.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_034-O-39.5-38-20201014","HARV_034","HARV_034-O-39.5-38-20201014-BM","HARV_034-O-39.5-38-20201014-GEN","Forest","evergreenForest","O",7.6,0,2,0,10.4,"fallWinterTransition","D01",42.535686,-72.177968,0.445329268672038,0.554670731327962,85.2,93.11,143.16,178.31,0.136684605095343,0.0345910971474788,321.47,374.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_034-O-7-9.5-20201014","HARV_034","HARV_034-O-7-9.5-20201014-BM","HARV_034-O-7-9.5-20201014-GEN","Forest","evergreenForest","O",6,0,2,0,10.1,"fallWinterTransition","D01",42.535686,-72.177968,0.441864564708253,0.558135435291747,111.06,110.57,175.46,221.63,0.139112040091667,0.0276259789972047,397.09,444.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_033-O-35.5-37.5-20201014","HARV_033","HARV_033-O-35.5-37.5-20201014-BM","HARV_033-O-35.5-37.5-20201014-GEN","Forest","deciduousForest","O",7.1,0,3,0,9.6,"fallWinterTransition","D01",42.538302,-72.175607,0.479307193524522,0.520692806475478,115.93,123.37,220.28,239.3,0.153379172287741,0.0437573436616041,459.58,523.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_033-O-21-3-20201014","HARV_033","HARV_033-O-21-3-20201014-BM","HARV_033-O-21-3-20201014-GEN","Forest","deciduousForest","O",7.4,0,2,0,9.8,"fallWinterTransition","D01",42.538302,-72.175607,0.463803623171335,0.536196376828665,117.13,110.48,196.88,227.61,0.138872529388207,0.0368442130556668,424.49,475.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_033-O-8-9-20201014","HARV_033","HARV_033-O-8-9-20201014-BM","HARV_033-O-8-9-20201014-GEN","Forest","deciduousForest","O",4.8,0,4,0,9.8,"fallWinterTransition","D01",42.538302,-72.175607,0.45442996742671,0.54557003257329,73.33,94.16,139.51,167.49,0.154397394136808,0.0402931596091205,307,385.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_037-O-34.5-30-20201014","HARV_037","HARV_037-O-34.5-30-20201014-BM","HARV_037-O-34.5-30-20201014-GEN","Forest","evergreenForest","O",15.5,0,2,0,9.6,"fallWinterTransition","D01",42.537308,-72.179312,0.522753963593658,0.477246036406342,88.98,73.57,178.05,162.55,0.158191426893717,0.0386083382266588,340.6,385.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_037-O-34-15-20201014","HARV_037","HARV_037-O-34-15-20201014-BM","HARV_037-O-34-15-20201014-GEN","Forest","evergreenForest","O",13.9,0,3,0,10,"fallWinterTransition","D01",42.537308,-72.179312,0.404588294951826,0.595411705048174,138.47,202.04,231.38,340.51,0.139747154173005,0.0367378341988844,571.89,651.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_037-O-6.5-18.5-20201014","HARV_037","HARV_037-O-6.5-18.5-20201014-BM","HARV_037-O-6.5-18.5-20201014-GEN","Forest","evergreenForest","O",11,0,1,0,9.7,"fallWinterTransition","D01",42.537308,-72.179312,0.41185381152525,0.58814618847475,132.56,143.11,193.04,275.67,0.128352286061744,0.0301039021996544,468.71,527.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_033-O-13.5-32-20210420","HARV_033","HARV_033-O-13.5-32-20210420-BM","HARV_033-O-13.5-32-20210420-GEN","Forest","deciduousForest","O",1.9,0,2,0,5.5,"winterSpringTransition","D01",42.538302,-72.175607,0.555178907721281,0.444821092278719,198.97,190.76,486.42,389.73,0.134554585402043,0.0359299206756834,876.15,1087.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_033-O-13-4.5-20210420","HARV_033","HARV_033-O-13-4.5-20210420-BM","HARV_033-O-13-4.5-20210420-GEN","Forest","deciduousForest","O",0.9,0,0.6,0,5.4,"winterSpringTransition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_033-O-22.5-2.5-20210420","HARV_033","HARV_033-O-22.5-2.5-20210420-BM","HARV_033-O-22.5-2.5-20210420-GEN","Forest","deciduousForest","O",2.6,0,1.4,0,5.9,"winterSpringTransition","D01",42.538302,-72.175607,0.471093955610141,0.528906044389859,222.53,199.5,375.9,422.03,0.136352812903388,0.0419209705111977,797.93,993.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_037-O-32-18-20210420","HARV_037","HARV_037-O-32-18-20210420-BM","HARV_037-O-32-18-20210420-GEN","Forest","evergreenForest","O",4.9,0,1.6,0,5.2,"winterSpringTransition","D01",42.537308,-72.179312,0.470965429345229,0.529034570654771,211.16,187.33,354.75,398.49,0.126347512081143,0.04553661515586,753.24,975.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_037-O-2-19-20210420","HARV_037","HARV_037-O-2-19-20210420-BM","HARV_037-O-2-19-20210420-GEN","Forest","evergreenForest","O",6.6,0,2.5,0,5,"winterSpringTransition","D01",42.537308,-72.179312,0.522523475171305,0.477476524828695,246.73,204.81,494.14,451.54,0.173399035614584,0.0447720159038998,945.68,1161.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_037-O-1.5-23-20210420","HARV_037","HARV_037-O-1.5-23-20210420-BM","HARV_037-O-1.5-23-20210420-GEN","Forest","evergreenForest","O",3.8,0,1,0,6.5,"winterSpringTransition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_034-O-9.5-29.5-20210420","HARV_034","HARV_034-O-9.5-29.5-20210420-BM","HARV_034-O-9.5-29.5-20210420-GEN","Forest","evergreenForest","O",6.9,0,4.4,0,6.2,"winterSpringTransition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_034-O-39-34.5-20210420","HARV_034","HARV_034-O-39-34.5-20210420-BM","HARV_034-O-39-34.5-20210420-GEN","Forest","evergreenForest","O",6.7,0,2.3,0,7.4,"winterSpringTransition","D01",42.535686,-72.177968,0.45545497856122,0.54454502143878,184.68,123.93,258.12,308.61,0.123780283380093,0.036154782700757,566.73,701.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_034-O-37-15-20210420","HARV_034","HARV_034-O-37-15-20210420-BM","HARV_034-O-37-15-20210420-GEN","Forest","evergreenForest","O",7.1,0,3.1,0,5.5,"winterSpringTransition","D01",42.535686,-72.177968,0.537234909672926,0.462765090327074,176.35,135.91,362.51,312.26,0.156156912725818,0.0444299539102213,674.77,800.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_001-O-36.5-25.5-20210421","HARV_001","HARV_001-O-36.5-25.5-20210421-BM","HARV_001-O-36.5-25.5-20210421-GEN","Forest","deciduousForest","O",3,0,3.9,0,7.1,"winterSpringTransition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_013-O-9.5-20.5-20210421","HARV_013","HARV_013-O-9.5-20.5-20210421-BM","HARV_013-O-9.5-20.5-20210421-GEN","Forest","evergreenForest","O",4,0,5.5,0,7.3,"winterSpringTransition","D01",42.392282,-72.254598,0.447759173784161,0.55224082621584,209.8,198.19,330.8,407.99,0.118423367939469,0.0372636337795585,738.79,922.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_001-O-37.5-1-20210421","HARV_001","HARV_001-O-37.5-1-20210421-BM","HARV_001-O-37.5-1-20210421-GEN","Forest","deciduousForest","O",3,0,4,0,6.7,"winterSpringTransition","D01",42.424246,-72.258285,0.504568110580135,0.495431889419865,267.06,215.02,490.97,482.08,0.124567082883716,0.0314372334412415,973.05,1214.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_013-O-18-3-20210421","HARV_013","HARV_013-O-18-3-20210421-BM","HARV_013-O-18-3-20210421-GEN","Forest","evergreenForest","O",2.5,0,5.7,0,8.3,"winterSpringTransition","D01",42.392282,-72.254598,0.436620928085207,0.563379071914793,264.75,259.97,406.66,524.72,0.125061736348214,0.0448903777190835,931.38,1205.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_001-O-9-30-20210421","HARV_001","HARV_001-O-9-30-20210421-BM","HARV_001-O-9-30-20210421-GEN","Forest","deciduousForest","O",1.8,0,2.7,0,7.7,"winterSpringTransition","D01",42.424246,-72.258285,0.548328291832769,0.451671708167231,232.13,218.81,547.44,450.94,0.134377691860815,0.0369698912237825,998.38,1276.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_013-O-36-20-20210421","HARV_013","HARV_013-O-36-20-20210421-BM","HARV_013-O-36-20-20210421-GEN","Forest","evergreenForest","O",2.5,0,1.7,0,8.8,"winterSpringTransition","D01",42.392282,-72.254598,0.477545998545943,0.522454001454057,199.51,174.17,341.56,373.68,0.126489010681729,0.0502348861920474,715.24,930.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_004-O-10.5-3.5-20210422","HARV_004","HARV_004-O-10.5-3.5-20210422-BM","HARV_004-O-10.5-3.5-20210422-GEN","Forest","mixedForest","O",2.1,0,3.9,0,5.9,"winterSpringTransition","D01",42.427091,-72.229737,0.428559828504612,0.571440171495388,192.3,159.57,263.89,351.87,0.12433415616474,0.0504092503572821,615.76,800.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_004-O-32-13-20210422","HARV_004","HARV_004-O-32-13-20210422-BM","HARV_004-O-32-13-20210422-GEN","Forest","mixedForest","O",2,0,5.3,0,6.1,"winterSpringTransition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_002-O-0.5-16-20210422","HARV_002","HARV_002-O-0.5-16-20210422-BM","HARV_002-O-0.5-16-20210422-GEN","Forest","deciduousForest","O",3.4,0,3,0,5.9,"winterSpringTransition","D01",42.478565,-72.259572,0.489719108897191,0.510280891102809,181.75,187.03,353.92,368.78,0.121641068216411,0.0437249204372492,722.7,922.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_004-O-19-38.5-20210422","HARV_004","HARV_004-O-19-38.5-20210422-BM","HARV_004-O-19-38.5-20210422-GEN","Forest","mixedForest","O",4.3,0,3.8,0,6.3,"winterSpringTransition","D01",42.427091,-72.229737,0.49361800318189,0.50638199681811,211.17,205.79,406.45,416.96,0.126534776113965,0.067851981394445,823.41,1119.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_002-O-28.5-9.5-20210422","HARV_002","HARV_002-O-28.5-9.5-20210422-BM","HARV_002-O-28.5-9.5-20210422-GEN","Forest","deciduousForest","O",1.7,0,2.5,0,6.5,"winterSpringTransition","D01",42.478565,-72.259572,0.58130003137239,0.41869996862761,418.76,408.7,1148.8,827.46,0.136221954601115,0.0282199710564399,1976.26,2367.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_002-O-29-33-20210422","HARV_002","HARV_002-O-29-33-20210422-BM","HARV_002-O-29-33-20210422-GEN","Forest","deciduousForest","O",1.7,0,3.7,0,6.8,"winterSpringTransition","D01",42.478565,-72.259572,0.483840365666976,0.516159634333024,250.87,227.93,448.82,478.8,0.13204760570061,0.0490718182014187,927.62,1146.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_005-O-2-8-20210422","HARV_005","HARV_005-O-2-8-20210422-BM","HARV_005-O-2-8-20210422-GEN","Forest","deciduousForest","O",2.6,0,3.4,0,6.1,"winterSpringTransition","D01",42.489469,-72.275158,0.54511590262934,0.45488409737066,213.67,224.72,525.35,438.39,0.150299873409841,0.0544960258991014,963.74,1232.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_005-O-35-5-20210422","HARV_005","HARV_005-O-35-5-20210422-BM","HARV_005-O-35-5-20210422-GEN","Forest","deciduousForest","O",4,0,5.3,0,3.7,"winterSpringTransition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_005-O-2.5-27.5-20210422","HARV_005","HARV_005-O-2.5-27.5-20210422-BM","HARV_005-O-2.5-27.5-20210422-GEN","Forest","deciduousForest","O",4.4,0,3.5,0,6.9,"winterSpringTransition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_035-O-5.5-3.5-20210423","HARV_035","HARV_035-O-5.5-3.5-20210423-BM","HARV_035-O-5.5-3.5-20210423-GEN","Forest","evergreenForest","O",2.8,0,3.4,0,3.4,"winterSpringTransition","D01",42.539966,-72.178072,0.500742750113027,0.499257249886973,212.83,173.67,387.65,386.5,0.144145191500355,0.0426144803978557,774.15,920.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_035-O-15-32-20210423","HARV_035","HARV_035-O-15-32-20210423-BM","HARV_035-O-15-32-20210423-GEN","Forest","evergreenForest","O",3.8,0,1.8,0,2.6,"winterSpringTransition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"HARV","HARV_035-O-33.5-13.5-20210423","HARV_035","HARV_035-O-33.5-13.5-20210423-BM","HARV_035-O-33.5-13.5-20210423-GEN","Forest","evergreenForest","O",3.3,0,1.3,0,3.6,"winterSpringTransition","D01",42.539966,-72.178072,0.487248949089211,0.512751050910789,65.86,43.92,104.32,109.78,0.155628211116301,0.0292386735170481,214.1,307.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_035-O-20210705-COMP","HARV","HARV_035-O-36.5-24.5-20210705","HARV_035","HARV_035-O-36.5-24.5-20210705-BM","HARV_035-O-36.5-24.5-20210705-GEN","Forest","evergreenForest","O",9.9,0,4,0,13.4,"peakGreenness","D01",42.539966,-72.178072,0.407779474403279,0.592220525596721,179.39,115.37,202.96,294.76,0.123141525355622,0.0289118379811942,497.72,611.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_035-O-20210705-COMP","HARV","HARV_035-O-6.5-26-20210705","HARV_035","HARV_035-O-6.5-26-20210705-BM","HARV_035-O-6.5-26-20210705-GEN","Forest","evergreenForest","O",13.1,0,3.8,0,13.4,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_035-O-20210705-COMP","HARV","HARV_035-O-7.5-16-20210705","HARV_035","HARV_035-O-7.5-16-20210705-BM","HARV_035-O-7.5-16-20210705-GEN","Forest","evergreenForest","O",5.8,0,2.3,0,13.7,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_033-O-20210705-COMP","HARV","HARV_033-O-3-10.5-20210705","HARV_033","HARV_033-O-3-10.5-20210705-BM","HARV_033-O-3-10.5-20210705-GEN","Forest","deciduousForest","O",4.4,0,2.1,0,14.4,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_033-O-20210705-COMP","HARV","HARV_033-O-38.5-0.5-20210705","HARV_033","HARV_033-O-38.5-0.5-20210705-BM","HARV_033-O-38.5-0.5-20210705-GEN","Forest","deciduousForest","O",9.9,0,3,0,13.6,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_033-O-20210705-COMP","HARV","HARV_033-O-37-31-20210705","HARV_033","HARV_033-O-37-31-20210705-BM","HARV_033-O-37-31-20210705-GEN","Forest","deciduousForest","O",13.5,0,4.3,0,14,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_034-O-20210705-COMP","HARV","HARV_034-O-2-35-20210705","HARV_034","HARV_034-O-2-35-20210705-BM","HARV_034-O-2-35-20210705-GEN","Forest","evergreenForest","O",9.8,0,2.9,0,13.2,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_034-O-20210705-COMP","HARV","HARV_034-O-35-11-20210705","HARV_034","HARV_034-O-35-11-20210705-BM","HARV_034-O-35-11-20210705-GEN","Forest","evergreenForest","O",7.9,0,2.8,0,14.4,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_034-O-20210705-COMP","HARV","HARV_034-O-33-36.5-20210706","HARV_034","HARV_034-O-33-36.5-20210706-BM","HARV_034-O-33-36.5-20210706-GEN","Forest","evergreenForest","O",6.4,0,3.1,0,5.3,"peakGreenness","D01",42.535686,-72.177968,0.384577114427861,0.615422885572139,141.34,93.69,146.87,235.03,0.111940298507463,0.0225189840272323,381.9,491.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_037-O-20210706-COMP","HARV","HARV_037-O-26-35.5-20210706","HARV_037","HARV_037-O-26-35.5-20210706-BM","HARV_037-O-26-35.5-20210706-GEN","Forest","evergreenForest","O",12,0,1.3,0,15.9,"peakGreenness","D01",42.537308,-72.179312,0.376450132542827,0.623549867457173,147.17,71.59,132.07,218.76,0.090157626200724,0.0238862126956076,350.83,492.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_037-O-20210706-COMP","HARV","HARV_037-O-1-35.5-20210706","HARV_037","HARV_037-O-1-35.5-20210706-BM","HARV_037-O-1-35.5-20210706-GEN","Forest","evergreenForest","O",11.1,0,1.5,0,15,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_037-O-20210706-COMP","HARV","HARV_037-O-6-12-20210706","HARV_037","HARV_037-O-6-12-20210706-BM","HARV_037-O-6-12-20210706-GEN","Forest","evergreenForest","O",7.5,0,2.6,0,14.5,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_004-O-20210706-COMP","HARV","HARV_004-O-5.5-33.5-20210706","HARV_004","HARV_004-O-5.5-33.5-20210706-BM","HARV_004-O-5.5-33.5-20210706-GEN","Forest","mixedForest","O",3.8,0,2.4,0,16.6,"peakGreenness","D01",42.427091,-72.229737,0.473520889418631,0.526479110581369,267.16,245.22,460.84,512.38,0.126857236801545,0.0475740325928362,973.22,1250.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_004-O-20210706-COMP","HARV","HARV_004-O-16.5-4.5-20210706","HARV_004","HARV_004-O-16.5-4.5-20210706-BM","HARV_004-O-16.5-4.5-20210706-GEN","Forest","mixedForest","O",1.1,0,4.4,0,16.3,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_004-O-20210706-COMP","HARV","HARV_004-O-28-4.5-20210706","HARV_004","HARV_004-O-28-4.5-20210706-BM","HARV_004-O-28-4.5-20210706-GEN","Forest","mixedForest","O",5.3,0,2,0,17.2,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_013-O-20210707-COMP","HARV","HARV_013-O-36-29.5-20210707","HARV_013","HARV_013-O-36-29.5-20210707-BM","HARV_013-O-36-29.5-20210707-GEN","Forest","evergreenForest","O",1.2,0,4,0,17.5,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_013-O-20210707-COMP","HARV","HARV_013-O-9-26.5-20210707","HARV_013","HARV_013-O-9-26.5-20210707-BM","HARV_013-O-9-26.5-20210707-GEN","Forest","evergreenForest","O",1.1,0,1.5,0,16.5,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_013-O-20210707-COMP","HARV","HARV_013-O-5-2-20210707","HARV_013","HARV_013-O-5-2-20210707-BM","HARV_013-O-5-2-20210707-GEN","Forest","evergreenForest","O",0.9,0,2,0,17,"peakGreenness","D01",42.392282,-72.254598,0.494841526742793,0.505158473257207,181.47,185.27,359.25,366.74,0.114547032328269,0.046047466218543,725.99,1027.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_001-O-20210707-COMP","HARV","HARV_001-O-33-39.5-20210707","HARV_001","HARV_001-O-33-39.5-20210707-BM","HARV_001-O-33-39.5-20210707-GEN","Forest","deciduousForest","O",3,0,3.1,0,16.5,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_001-O-20210707-COMP","HARV","HARV_001-O-6-38-20210707","HARV_001","HARV_001-O-6-38-20210707-BM","HARV_001-O-6-38-20210707-GEN","Forest","deciduousForest","O",3,0,1.4,0,16.9,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_001-O-20210707-COMP","HARV","HARV_001-O-8.5-18.5-20210707","HARV_001","HARV_001-O-8.5-18.5-20210707-BM","HARV_001-O-8.5-18.5-20210707-GEN","Forest","deciduousForest","O",1,0,1.1,0,17.1,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_005-O-20210708-COMP","HARV","HARV_005-O-8-10-20210708","HARV_005","HARV_005-O-8-10-20210708-BM","HARV_005-O-8-10-20210708-GEN","Forest","deciduousForest","O",0.5,0,0.9,0,17.4,"peakGreenness","D01",42.489469,-72.275158,0.564724919093851,0.435275080906149,206.53,202.35,530.48,408.88,0.130152444217339,0.0311062851303015,939.36,1269.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARV_005-O-20210708-COMP","HARV","HARV_005-O-8.5-38-20210708","HARV_005","HARV_005-O-8.5-38-20210708-BM","HARV_005-O-8.5-38-20210708-GEN","Forest","deciduousForest","O",6.6,0,3.5,0,17.7,"peakGreenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
