sampleID,db_name,seq_depth,reads_classified,pct_classified,taxonomic_rank,taxon_group
DEJU_001-O-20170619-COMP,soil_microbe_db,1264446,71312,5.639782165470096,order,all_domain
DEJU_001-O-20180619-COMP,soil_microbe_db,3214482,178891,5.565157932133389,order,all_domain
DEJU_002-M-20180619-COMP,soil_microbe_db,5725456,372298,6.50250390536579,order,all_domain
DEJU_002-O-20160830-COMP,soil_microbe_db,15885860,1165086,7.334107187146305,order,all_domain
DEJU_002-O-20170620-COMP,soil_microbe_db,6578582,339294,5.157555229987253,order,all_domain
DEJU_002-O-20180619-COMP,soil_microbe_db,7082083,475600,6.715538352205135,order,all_domain
DEJU_006-M-20180618-COMP,soil_microbe_db,5765476,289881,5.027876275957094,order,all_domain
DEJU_006-O-20160830-COMP,soil_microbe_db,2549183,220336,8.643396727500537,order,all_domain
DEJU_006-O-20170620-COMP,soil_microbe_db,4461006,441801,9.903618152497442,order,all_domain
DEJU_006-O-20180618-COMP,soil_microbe_db,16417816,1063719,6.479052999497618,order,all_domain
DEJU_009-M-20180619-COMP,soil_microbe_db,6518483,407675,6.254139191587981,order,all_domain
DEJU_009-O-20160818-COMP,soil_microbe_db,4253293,403507,9.486931655072905,order,all_domain
DEJU_009-O-20170621-COMP,soil_microbe_db,5618751,492369,8.76296173295453,order,all_domain
DEJU_009-O-20180619-COMP,soil_microbe_db,8534951,725138,8.49610032910558,order,all_domain
DEJU_014-M-20180618-COMP,soil_microbe_db,10533236,792124,7.520234047732339,order,all_domain
DEJU_014-O-20160818-COMP,soil_microbe_db,6657595,553716,8.317057435905909,order,all_domain
DEJU_014-O-20170620-COMP,soil_microbe_db,10737464,706786,6.582429519670567,order,all_domain
DEJU_014-O-20180618-COMP,soil_microbe_db,9179567,816051,8.889863759369042,order,all_domain
DEJU_015-M-20180619-COMP,soil_microbe_db,15230391,984837,6.4662620939935165,order,all_domain
DEJU_015-O-20160830-COMP,soil_microbe_db,2903433,252045,8.680930470928724,order,all_domain
DEJU_015-O-20170620-COMP,soil_microbe_db,6927586,488154,7.046523854052479,order,all_domain
DEJU_015-O-20180619-COMP,soil_microbe_db,3398006,222070,6.535303351436108,order,all_domain
DEJU_045-M-20180621-COMP,soil_microbe_db,6098648,440441,7.22194492943354,order,all_domain
DEJU_045-O-20170621-COMP,soil_microbe_db,6880002,509930,7.411771101229331,order,all_domain
DEJU_045-O-20180621-COMP,soil_microbe_db,3247740,228513,7.0360620000369485,order,all_domain
DEJU_046-M-20180621-COMP,soil_microbe_db,6274473,450668,7.182563380223327,order,all_domain
DEJU_046-O-20160817-COMP,soil_microbe_db,6136956,579128,9.436730522428382,order,all_domain
DEJU_046-O-20170621-COMP,soil_microbe_db,3210692,279081,8.692238308750886,order,all_domain
DEJU_046-O-20180621-COMP,soil_microbe_db,9058612,792836,8.752290085942526,order,all_domain
DEJU_047-M-20180621-COMP,soil_microbe_db,14309314,954247,6.668712420455655,order,all_domain
DEJU_047-O-20160816-COMP,soil_microbe_db,5996070,498625,8.315863557296696,order,all_domain
DEJU_047-O-20170621-COMP,soil_microbe_db,3824553,275607,7.206253907319366,order,all_domain
DEJU_047-O-20180621-COMP,soil_microbe_db,7955381,666317,8.375676790338513,order,all_domain
DEJU_048-M-20180621-COMP,soil_microbe_db,9875349,680708,6.893001958715586,order,all_domain
DEJU_048-O-20160817-COMP,soil_microbe_db,1194063,62228,5.211450317110571,order,all_domain
DEJU_048-O-20170621-COMP,soil_microbe_db,11264959,1080533,9.591983423996483,order,all_domain
DEJU_048-O-20180621-COMP,soil_microbe_db,10596335,971640,9.169585521786543,order,all_domain
DELA_001-M-20160825-COMP,soil_microbe_db,5276079,269858,5.1147452492656,order,all_domain
DELA_001-M-20190626-COMP,soil_microbe_db,4165797,341544,8.198767246699731,order,all_domain
DELA_002-M-20160825-COMP,soil_microbe_db,7972926,343216,4.304768412500003,order,all_domain
DELA_002-M-20190624-COMP,soil_microbe_db,9312041,684549,7.351224076440385,order,all_domain
DELA_003-M-20160824-COMP,soil_microbe_db,7565723,402869,5.324924002636628,order,all_domain
DELA_003-M-20190626-COMP,soil_microbe_db,5398122,328549,6.0863574406061955,order,all_domain
DELA_004-M-20160824-COMP,soil_microbe_db,8519917,451486,5.299183078896191,order,all_domain
DELA_004-M-20190624-COMP,soil_microbe_db,8016621,729666,9.101914634607274,order,all_domain
DELA_005-M-20160825-COMP,soil_microbe_db,12122284,641017,5.287922639001033,order,all_domain
DELA_005-M-20190624-COMP,soil_microbe_db,6704598,552932,8.247056721372408,order,all_domain
DELA_014-M-20160824-COMP,soil_microbe_db,8276196,493136,5.9584862417468125,order,all_domain
DELA_014-M-20190624-COMP,soil_microbe_db,6692281,536127,8.011125055866602,order,all_domain
DELA_037-M-20160824-COMP,soil_microbe_db,15315819,1205824,7.873062485264419,order,all_domain
DELA_037-M-20190626-COMP,soil_microbe_db,6287543,616395,9.803431960624366,order,all_domain
DELA_038-M-20160824-COMP,soil_microbe_db,6671723,325986,4.8860841494768295,order,all_domain
DELA_038-M-20190626-COMP,soil_microbe_db,9822410,652393,6.641883203816579,order,all_domain
DELA_040-M-20160824-COMP,soil_microbe_db,6323964,335021,5.297642428072013,order,all_domain
DELA_040-M-20190626-COMP,soil_microbe_db,8052489,570523,7.0850515908807825,order,all_domain
DELA_041-M-20160824-COMP,soil_microbe_db,9007526,394981,4.385010934189921,order,all_domain
DELA_041-M-20190626-COMP,soil_microbe_db,3765417,226616,6.0183506899767005,order,all_domain
DSNY_001-M-20170829-COMP,soil_microbe_db,4305310,320084,7.434633046168569,order,all_domain
DSNY_001-M-20180822-COMP,soil_microbe_db,2136011,82262,3.851197395519031,order,all_domain
DSNY_003-M-20170829-COMP,soil_microbe_db,8325563,676491,8.125468511859198,order,all_domain
DSNY_003-M-20180822-COMP,soil_microbe_db,5012769,279038,5.566544159525404,order,all_domain
DSNY_004-M-20180820-COMP,soil_microbe_db,7780786,436393,5.608597897436069,order,all_domain
DSNY_004-O-20160713-COMP,soil_microbe_db,10009890,1015065,10.140620925904281,order,all_domain
DSNY_004-O-20170829-COMP,soil_microbe_db,3378975,212542,6.29013236262476,order,all_domain
DSNY_005-M-20160712-COMP,soil_microbe_db,11325509,1253725,11.069921890486336,order,all_domain
DSNY_005-M-20180820-COMP,soil_microbe_db,1844,0,0,order,all_domain
DSNY_006-M-20180823-COMP,soil_microbe_db,4810958,266490,5.539229400880241,order,all_domain
DSNY_009-M-20130731-COMP,soil_microbe_db,13885714,572409,4.1222871218577595,order,all_domain
DSNY_009-M-20140327-COMP,soil_microbe_db,21159453,871150,4.117072402580539,order,all_domain
DSNY_009-M-20140409-COMP,soil_microbe_db,5068115,162945,3.2151006833901756,order,all_domain
DSNY_009-M-20140910-COMP,soil_microbe_db,11239056,446819,3.9755919002450026,order,all_domain
DSNY_009-M-20170829-COMP,soil_microbe_db,6827285,570855,8.36137644759227,order,all_domain
DSNY_009-M-20180823-COMP,soil_microbe_db,8633041,433415,5.020420961744534,order,all_domain
DSNY_016-M-20130731-COMP,soil_microbe_db,9315216,472875,5.076371820041532,order,all_domain
DSNY_016-M-20140327-COMP,soil_microbe_db,13603713,592286,4.353855451081627,order,all_domain
DSNY_016-M-20140910-COMP,soil_microbe_db,12961433,593367,4.5779428864076985,order,all_domain
DSNY_016-M-20160713-COMP,soil_microbe_db,3082,10,0.32446463335496434,order,all_domain
DSNY_016-M-20170829-COMP,soil_microbe_db,2739298,172310,6.29029773321486,order,all_domain
DSNY_021-M-20140327-COMP,soil_microbe_db,8843448,342086,3.868242341674876,order,all_domain
DSNY_025-M-20140327-COMP,soil_microbe_db,10147315,357390,3.5220154296974124,order,all_domain
DSNY_041-M-20170829-COMP,soil_microbe_db,1605782,83148,5.178037865662961,order,all_domain
DSNY_041-M-20180820-COMP,soil_microbe_db,8962232,491678,5.486111049122585,order,all_domain
DSNY_042-M-20180820-COMP,soil_microbe_db,9469663,569355,6.012410367718471,order,all_domain
DSNY_043-M-20170830-COMP,soil_microbe_db,1942321,104913,5.401424378359705,order,all_domain
DSNY_043-M-20180823-COMP,soil_microbe_db,5262632,264803,5.031759773436562,order,all_domain
DSNY_044-M-20160712-COMP,soil_microbe_db,10508783,466139,4.435708682917898,order,all_domain
DSNY_044-M-20180820-COMP,soil_microbe_db,5151808,229884,4.4622004546753296,order,all_domain
GRSM_001-O-20160719-COMP,soil_microbe_db,9072062,480460,5.2960396434680455,order,all_domain
GRSM_001-O-20170717-COMP,soil_microbe_db,5428603,348023,6.410912715481312,order,all_domain
GRSM_002-O-20160718-COMP,soil_microbe_db,11377076,654372,5.751671167530216,order,all_domain
GRSM_002-O-20170717-COMP,soil_microbe_db,8140252,641275,7.8778273694721,order,all_domain
GRSM_003-O-20160720-COMP,soil_microbe_db,28545373,1780717,6.2381983938342644,order,all_domain
GRSM_003-O-20170718-COMP,soil_microbe_db,5003380,308729,6.1704088036487335,order,all_domain
GRSM_006-O-20160719-COMP,soil_microbe_db,14167229,837152,5.9090736798282855,order,all_domain
GRSM_006-O-20170717-COMP,soil_microbe_db,5569340,312368,5.608707674517986,order,all_domain
GRSM_007-M-20170719-COMP,soil_microbe_db,3092331,173527,5.611527355900775,order,all_domain
GRSM_007-O-20160720-COMP,soil_microbe_db,5158556,294447,5.70793454602412,order,all_domain
GRSM_007-O-20170719-COMP,soil_microbe_db,4435860,248748,5.6076611976031705,order,all_domain
GRSM_016-O-20160718-COMP,soil_microbe_db,15288864,926934,6.0628049278219756,order,all_domain
GRSM_016-O-20170717-COMP,soil_microbe_db,7366299,637639,8.656165056563683,order,all_domain
GRSM_055-O-20160719-COMP,soil_microbe_db,55493677,3021381,5.444550016031556,order,all_domain
GRSM_055-O-20170718-COMP,soil_microbe_db,9565382,624829,6.532190768753407,order,all_domain
GRSM_058-O-20160719-COMP,soil_microbe_db,20275707,1903823,9.389675043143995,order,all_domain
GRSM_058-O-20170718-COMP,soil_microbe_db,10512923,795316,7.565127224845079,order,all_domain
GRSM_059-O-20160719-COMP,soil_microbe_db,13699183,951937,6.948859650973346,order,all_domain
GRSM_059-O-20170718-COMP,soil_microbe_db,5419411,357661,6.599628631229483,order,all_domain
GRSM_060-O-20160719-COMP,soil_microbe_db,16874148,1068884,6.334447226609605,order,all_domain
GRSM_060-O-20170718-COMP,soil_microbe_db,8934600,583959,6.535927741588879,order,all_domain
GUAN_001-M-20160928-COMP,soil_microbe_db,6230003,259881,4.1714426140725775,order,all_domain
GUAN_001-M-20171108-COMP,soil_microbe_db,12523497,811401,6.479028980483646,order,all_domain
GUAN_001-M-20180924-COMP,soil_microbe_db,8041715,441600,5.491365958629472,order,all_domain
GUAN_001-M-20190930-COMP,soil_microbe_db,3765061,411908,10.940274274440705,order,all_domain
GUAN_002-M-20160927-COMP,soil_microbe_db,12932449,630907,4.878480479605989,order,all_domain
GUAN_002-M-20171110-COMP,soil_microbe_db,10014323,599200,5.983429933306525,order,all_domain
GUAN_002-M-20180924-COMP,soil_microbe_db,9598220,513180,5.346616351781893,order,all_domain
GUAN_002-M-20190930-COMP,soil_microbe_db,3283433,115838,3.5279538215032864,order,all_domain
GUAN_003-M-20160928-COMP,soil_microbe_db,9288811,619949,6.674148069112398,order,all_domain
GUAN_003-M-20171114-COMP,soil_microbe_db,11533103,809464,7.018614157872344,order,all_domain
GUAN_003-M-20180925-COMP,soil_microbe_db,18607016,1143185,6.143838431696947,order,all_domain
GUAN_003-M-20191001-COMP,soil_microbe_db,3140862,182699,5.8168426374670394,order,all_domain
GUAN_003-M-20210922-COMP,soil_microbe_db,163766503,4526345,2.7639016020266367,order,all_domain
GUAN_004-M-20160927-COMP,soil_microbe_db,18349028,1022607,5.573085397221041,order,all_domain
GUAN_004-M-20171109-COMP,soil_microbe_db,9274404,567459,6.118549504636632,order,all_domain
GUAN_004-M-20180925-COMP,soil_microbe_db,8621,0,0,order,all_domain
GUAN_004-M-20191001-COMP,soil_microbe_db,4284658,347656,8.113973157250824,order,all_domain
GUAN_004-M-20210922-COMP,soil_microbe_db,173735505,5183761,2.9837084826155715,order,all_domain
GUAN_006-M-20161005-COMP,soil_microbe_db,6022531,311870,5.178387624737839,order,all_domain
GUAN_006-M-20171109-COMP,soil_microbe_db,11104018,602559,5.426495165984061,order,all_domain
GUAN_006-M-20180927-COMP,soil_microbe_db,18462937,1004277,5.4394216911426385,order,all_domain
GUAN_006-M-20191003-COMP,soil_microbe_db,3965926,356110,8.979239652983944,order,all_domain
GUAN_006-M-20210922-COMP,soil_microbe_db,165488024,5465001,3.302354374598128,order,all_domain
GUAN_007-M-20160928-COMP,soil_microbe_db,10920473,599693,5.491456276664939,order,all_domain
GUAN_007-M-20171114-COMP,soil_microbe_db,7231396,438276,6.060738479817728,order,all_domain
GUAN_007-M-20180925-COMP,soil_microbe_db,11818707,587655,4.972244425722713,order,all_domain
GUAN_007-M-20190930-COMP,soil_microbe_db,3729458,251267,6.737359691408241,order,all_domain
GUAN_007-M-20210922-COMP,soil_microbe_db,163207852,6521214,3.9956496700906277,order,all_domain
GUAN_042-M-20161004-COMP,soil_microbe_db,7678301,533613,6.949623360688778,order,all_domain
GUAN_042-M-20171108-COMP,soil_microbe_db,7506380,420671,5.604179378075717,order,all_domain
GUAN_042-M-20180926-COMP,soil_microbe_db,1389533,54210,3.901310728136719,order,all_domain
GUAN_042-M-20210920-COMP,soil_microbe_db,173996444,6626754,3.8085571449954463,order,all_domain
GUAN_043-M-20161005-COMP,soil_microbe_db,6290311,373278,5.934174001889573,order,all_domain
GUAN_043-M-20171110-COMP,soil_microbe_db,3729663,239448,6.420097472613477,order,all_domain
GUAN_043-M-20180927-COMP,soil_microbe_db,2269849,108277,4.770229209079547,order,all_domain
GUAN_043-M-20191002-COMP,soil_microbe_db,3621700,308371,8.514537371952398,order,all_domain
GUAN_043-M-20210921-COMP,soil_microbe_db,145311033,5503312,3.787263696625156,order,all_domain
GUAN_048-M-20161004-COMP,soil_microbe_db,9480411,621244,6.552922652825917,order,all_domain
GUAN_048-M-20171107-COMP,soil_microbe_db,8490020,523635,6.167653315304323,order,all_domain
GUAN_048-M-20180926-COMP,soil_microbe_db,4830974,236329,4.89195346528464,order,all_domain
GUAN_048-M-20191002-COMP,soil_microbe_db,3955982,335407,8.478476393471961,order,all_domain
GUAN_048-M-20210920-COMP,soil_microbe_db,208128928,8277864,3.9772770078362196,order,all_domain
GUAN_049-M-20161004-COMP,soil_microbe_db,7637155,507489,6.645000657967529,order,all_domain
GUAN_049-M-20171107-COMP,soil_microbe_db,61331941,4105179,6.693378577403901,order,all_domain
GUAN_049-M-20180926-COMP,soil_microbe_db,10081711,723781,7.179148460018345,order,all_domain
GUAN_049-M-20191002-COMP,soil_microbe_db,2958984,88103,2.9774747007756717,order,all_domain
HARV_001-M-20130709-COMP,soil_microbe_db,8930867,368986,4.1315809540104,order,all_domain
HARV_001-M-20131122-COMP,soil_microbe_db,9341705,396650,4.2460129066374925,order,all_domain
HARV_001-M-20180710-COMP,soil_microbe_db,645077,45217,7.009550797811734,order,all_domain
HARV_001-O-20131122-COMP,soil_microbe_db,4435490,194451,4.383980123954738,order,all_domain
HARV_001-O-20160803-COMP,soil_microbe_db,13520693,852375,6.304225678373143,order,all_domain
HARV_001-O-20170731-COMP,soil_microbe_db,1493105,85512,5.727125687744667,order,all_domain
HARV_001-O-20180710-COMP,soil_microbe_db,8168203,547766,6.706077211842067,order,all_domain
HARV_001-O-20190717-COMP,soil_microbe_db,4849258,396190,8.170115922889646,order,all_domain
HARV_001-O-20200713-COMP,soil_microbe_db,5878998,362453,6.165217270017782,order,all_domain
HARV_002-M-20180711-COMP,soil_microbe_db,1944449,111774,5.7483636752622465,order,all_domain
HARV_002-O-20160809-COMP,soil_microbe_db,8296261,874717,10.543508696266908,order,all_domain
HARV_002-O-20170801-COMP,soil_microbe_db,14977660,1073377,7.166520003792315,order,all_domain
HARV_002-O-20180711-COMP,soil_microbe_db,7300857,550390,7.538704017898174,order,all_domain
HARV_002-O-20190716-COMP,soil_microbe_db,5666555,407637,7.19373587655992,order,all_domain
HARV_002-O-20200715-COMP,soil_microbe_db,5792134,327092,5.647175980389956,order,all_domain
HARV_004-M-20180710-COMP,soil_microbe_db,8882754,582785,6.560859391130274,order,all_domain
HARV_004-O-20131122-COMP,soil_microbe_db,11478355,756462,6.590334590627315,order,all_domain
HARV_004-O-20160803-COMP,soil_microbe_db,7151007,779382,10.89891255874872,order,all_domain
HARV_004-O-20170731-COMP,soil_microbe_db,14473805,1007749,6.9625713487227445,order,all_domain
HARV_004-O-20180710-COMP,soil_microbe_db,4444524,253908,5.712827740383447,order,all_domain
HARV_004-O-20190718-COMP,soil_microbe_db,3969311,250519,6.311397620393061,order,all_domain
HARV_004-O-20200713-COMP,soil_microbe_db,3321027,190614,5.739610066404158,order,all_domain
HARV_005-M-20180711-COMP,soil_microbe_db,6993320,510040,7.293245554328988,order,all_domain
HARV_005-O-20180711-COMP,soil_microbe_db,9779380,677256,6.925347005638393,order,all_domain
HARV_005-O-20190716-COMP,soil_microbe_db,6194692,500140,8.073686310796404,order,all_domain
HARV_005-O-20200716-COMP,soil_microbe_db,3831307,237901,6.209395383872918,order,all_domain
HARV_010-O-20160803-COMP,soil_microbe_db,10195244,714177,7.005001547780513,order,all_domain
HARV_013-M-20130709-COMP,soil_microbe_db,9780694,456586,4.668237243696613,order,all_domain
HARV_013-M-20180712-COMP,soil_microbe_db,8376965,543542,6.48853134757039,order,all_domain
HARV_013-O-20131122-COMP,soil_microbe_db,7845800,423682,5.400112161921028,order,all_domain
HARV_013-O-20160803-COMP,soil_microbe_db,4412765,513102,11.627675618348134,order,all_domain
HARV_013-O-20170801-COMP,soil_microbe_db,10833607,763441,7.04696967501221,order,all_domain
HARV_013-O-20180712-COMP,soil_microbe_db,7984905,460025,5.761183132422991,order,all_domain
HARV_013-O-20190717-COMP,soil_microbe_db,5800036,540644,9.32139041895602,order,all_domain
HARV_013-O-20200713-COMP,soil_microbe_db,5067857,356946,7.043332122433604,order,all_domain
HARV_016-M-20130709-COMP,soil_microbe_db,7088190,284684,4.016314461096556,order,all_domain
HARV_020-O-20170731-COMP,soil_microbe_db,11771025,816374,6.935453794380693,order,all_domain
HARV_021-M-20180712-COMP,soil_microbe_db,715329,26063,3.6434983063737105,order,all_domain
HARV_021-O-20180712-COMP,soil_microbe_db,6545634,361580,5.5239874395665876,order,all_domain
HARV_021-O-20190716-COMP,soil_microbe_db,4264398,282598,6.626914279577094,order,all_domain
HARV_021-O-20200714-COMP,soil_microbe_db,4904887,293467,5.983155167489078,order,all_domain
HARV_033-M-20180709-COMP,soil_microbe_db,8091916,433722,5.359941946999944,order,all_domain
HARV_033-O-20170801-COMP,soil_microbe_db,12618511,954733,7.566130425372693,order,all_domain
HARV_033-O-20180709-COMP,soil_microbe_db,8497795,551823,6.493719841441221,order,all_domain
HARV_033-O-20190715-COMP,soil_microbe_db,5612502,508571,9.06139543469205,order,all_domain
HARV_033-O-20200715-COMP,soil_microbe_db,5703649,374282,6.562149949970624,order,all_domain
HARV_034-M-20180709-COMP,soil_microbe_db,6067498,319605,5.267492465592902,order,all_domain
HARV_034-O-20170731-COMP,soil_microbe_db,10668617,736105,6.899722803808592,order,all_domain
HARV_034-O-20180709-COMP,soil_microbe_db,14174378,994748,7.017930522242316,order,all_domain
HARV_034-O-20190718-COMP,soil_microbe_db,4706531,397724,8.450470208312662,order,all_domain
HARV_034-O-20200713-COMP,soil_microbe_db,346603,28647,8.265075605231345,order,all_domain
HARV_035-M-20180709-COMP,soil_microbe_db,7752203,486115,6.270669124634636,order,all_domain
HARV_035-O-20160802-COMP,soil_microbe_db,8389189,893657,10.652483809817612,order,all_domain
HARV_035-O-20170801-COMP,soil_microbe_db,12211199,890396,7.291634506980027,order,all_domain
HARV_035-O-20180709-COMP,soil_microbe_db,7672655,485265,6.324603413029779,order,all_domain
HARV_035-O-20190718-COMP,soil_microbe_db,6636462,522663,7.875627103718818,order,all_domain
HARV_035-O-20200715-COMP,soil_microbe_db,4980820,332260,6.670789147168539,order,all_domain
HARV_037-M-20180710-COMP,soil_microbe_db,6094080,343444,5.635698907792481,order,all_domain
HARV_037-O-20170731-COMP,soil_microbe_db,11902175,864692,7.26499148264918,order,all_domain
HARV_037-O-20180710-COMP,soil_microbe_db,161364,11068,6.859026796559331,order,all_domain
HARV_037-O-20190715-COMP,soil_microbe_db,5808737,354722,6.106697548881969,order,all_domain
HARV_037-O-20200713-COMP,soil_microbe_db,6471746,450615,6.962804164440323,order,all_domain
HEAL_001-O-20160804-COMP,soil_microbe_db,6665047,462927,6.945592431681277,order,all_domain
HEAL_001-O-20170724-COMP,soil_microbe_db,3894154,272280,6.9920193192154185,order,all_domain
HEAL_004-O-20160802-COMP,soil_microbe_db,6328634,382995,6.05177989436583,order,all_domain
HEAL_004-O-20170726-COMP,soil_microbe_db,11090503,699797,6.309876116529612,order,all_domain
HEAL_005-O-20160804-COMP,soil_microbe_db,9439352,706031,7.479655383123757,order,all_domain
HEAL_005-O-20170726-COMP,soil_microbe_db,4057125,254740,6.2788304525988226,order,all_domain
HEAL_010-O-20160802-COMP,soil_microbe_db,4237338,227198,5.361809702223424,order,all_domain
HEAL_010-O-20170724-COMP,soil_microbe_db,4790471,274620,5.732630465772572,order,all_domain
HEAL_011-O-20160803-COMP,soil_microbe_db,1942901,93262,4.800141643861422,order,all_domain
HEAL_011-O-20170726-COMP,soil_microbe_db,10411884,667971,6.415467171935453,order,all_domain
HEAL_025-O-20160803-COMP,soil_microbe_db,4307879,220539,5.119433484552375,order,all_domain
HEAL_025-O-20170726-COMP,soil_microbe_db,10089131,671275,6.653447160117159,order,all_domain
HEAL_045-O-20160727-COMP,soil_microbe_db,3502621,207729,5.9306730588322285,order,all_domain
HEAL_045-O-20170725-COMP,soil_microbe_db,9548643,784558,8.216434523732849,order,all_domain
HEAL_046-O-20160726-COMP,soil_microbe_db,7425875,412042,5.5487333142558954,order,all_domain
HEAL_046-O-20170725-COMP,soil_microbe_db,10017914,816583,8.151227890357214,order,all_domain
HEAL_047-O-20160726-COMP,soil_microbe_db,3447306,241065,6.992851809499941,order,all_domain
HEAL_047-O-20170725-COMP,soil_microbe_db,12403319,900524,7.260347008732099,order,all_domain
HEAL_048-M-20210622-COMP,soil_microbe_db,83279962,6337161,7.609466728623147,order,all_domain
HEAL_048-O-20160725-COMP,soil_microbe_db,3779677,297514,7.871413350929194,order,all_domain
HEAL_048-O-20170725-COMP,soil_microbe_db,10949255,1092937,9.981838947033381,order,all_domain
HEAL_048-O-20210622-COMP,soil_microbe_db,182258178,14467992,7.938185358135205,order,all_domain
JERC_001-M-20140910-COMP,soil_microbe_db,5997490,229815,3.831852991834918,order,all_domain
JERC_001-M-20160726-COMP,soil_microbe_db,9513663,528868,5.559036514116592,order,all_domain
JERC_001-M-20170725-COMP,soil_microbe_db,7817381,616461,7.885774020736612,order,all_domain
JERC_001-M-20190729-COMP,soil_microbe_db,7150900,603433,8.438560181235928,order,all_domain
JERC_002-M-20140910-COMP,soil_microbe_db,8839110,381476,4.315773873161438,order,all_domain
JERC_002-M-20160726-COMP,soil_microbe_db,8669746,551945,6.366334146352154,order,all_domain
JERC_002-M-20170725-COMP,soil_microbe_db,10010135,771850,7.710685220528994,order,all_domain
JERC_002-M-20190730-COMP,soil_microbe_db,6461104,537550,8.319785597012523,order,all_domain
JERC_003-M-20160726-COMP,soil_microbe_db,4892956,273755,5.594879659657679,order,all_domain
JERC_003-M-20170726-COMP,soil_microbe_db,5969767,477208,7.993745819560462,order,all_domain
JERC_003-M-20190729-COMP,soil_microbe_db,6534439,616578,9.435821498984074,order,all_domain
JERC_004-M-20160726-COMP,soil_microbe_db,6110338,332170,5.436196819226694,order,all_domain
JERC_004-M-20190730-COMP,soil_microbe_db,4434755,214526,4.837381095460741,order,all_domain
JERC_005-M-20160726-COMP,soil_microbe_db,6760725,333343,4.930580669972525,order,all_domain
JERC_005-M-20170725-COMP,soil_microbe_db,6578306,620321,9.429798492195406,order,all_domain
JERC_005-M-20190729-COMP,soil_microbe_db,3159689,254485,8.054115452501813,order,all_domain
JERC_006-M-20140910-COMP,soil_microbe_db,6982238,275168,3.9409713619043067,order,all_domain
JERC_006-M-20160726-COMP,soil_microbe_db,4127782,435713,10.555620427629172,order,all_domain
JERC_006-M-20170724-COMP,soil_microbe_db,7151340,607067,8.488856633861626,order,all_domain
JERC_006-M-20190729-COMP,soil_microbe_db,4289262,355849,8.296275676328468,order,all_domain
JERC_047-M-20160727-COMP,soil_microbe_db,2973534,293411,9.867417019613699,order,all_domain
JERC_047-M-20170725-COMP,soil_microbe_db,3627540,268797,7.4098976165665995,order,all_domain
JERC_047-M-20190730-COMP,soil_microbe_db,4127020,323825,7.846460642303647,order,all_domain
JERC_048-M-20160727-COMP,soil_microbe_db,1900683,91316,4.8043782156203845,order,all_domain
JERC_048-M-20170725-COMP,soil_microbe_db,2307917,128863,5.583519684633373,order,all_domain
JERC_048-M-20190730-COMP,soil_microbe_db,6744046,570002,8.451929301787088,order,all_domain
JERC_049-M-20160727-COMP,soil_microbe_db,6514738,335711,5.153100554465889,order,all_domain
JERC_049-M-20170725-COMP,soil_microbe_db,5801009,469517,8.093712662745395,order,all_domain
JERC_049-M-20190730-COMP,soil_microbe_db,5148924,431352,8.377517322065737,order,all_domain
JERC_050-M-20160727-COMP,soil_microbe_db,9570424,489315,5.112782881928743,order,all_domain
JERC_050-M-20170725-COMP,soil_microbe_db,6072281,488247,8.04058639578768,order,all_domain
JERC_050-M-20190730-COMP,soil_microbe_db,5694765,553617,9.72150738441358,order,all_domain
JORN_001-M-20170808-COMP,soil_microbe_db,2140092,166399,7.775319939516619,order,all_domain
JORN_002-M-20170808-COMP,soil_microbe_db,3698236,322747,8.727052573172724,order,all_domain
JORN_003-M-20170808-COMP,soil_microbe_db,1191930,74603,6.259008498821239,order,all_domain
JORN_004-M-20170808-COMP,soil_microbe_db,4496598,362777,8.067810375755181,order,all_domain
JORN_005-M-20170808-COMP,soil_microbe_db,3034348,279620,9.21515923684429,order,all_domain
JORN_006-M-20170808-COMP,soil_microbe_db,3400661,274720,8.078429458272964,order,all_domain
JORN_042-M-20170808-COMP,soil_microbe_db,1928213,176239,9.140017207642517,order,all_domain
JORN_045-M-20170808-COMP,soil_microbe_db,4680264,453281,9.684945122753758,order,all_domain
JORN_047-M-20170808-COMP,soil_microbe_db,4457537,352847,7.915739117813268,order,all_domain
KONA_001-M-20170807-COMP,soil_microbe_db,1191032,67627,5.6780170474009095,order,all_domain
KONA_001-M-20190619-COMP,soil_microbe_db,462144,14093,3.0494824124082536,order,all_domain
KONA_002-M-20170808-COMP,soil_microbe_db,251988,3659,1.45205327237805,order,all_domain
KONA_002-M-20190617-COMP,soil_microbe_db,2221473,161079,7.250999674540272,order,all_domain
KONA_003-M-20170807-COMP,soil_microbe_db,1275927,76350,5.9838846579780816,order,all_domain
KONA_003-M-20190617-COMP,soil_microbe_db,1509854,96397,6.384524596417932,order,all_domain
KONA_004-M-20170808-COMP,soil_microbe_db,6214876,367447,5.912378621874354,order,all_domain
KONA_005-M-20170807-COMP,soil_microbe_db,4633102,212127,4.578509171609,order,all_domain
KONA_005-M-20190617-COMP,soil_microbe_db,3196689,298724,9.344793941481326,order,all_domain
KONA_006-M-20170808-COMP,soil_microbe_db,8054,199,2.47082195182518,order,all_domain
KONA_006-M-20190617-COMP,soil_microbe_db,869532,59396,6.830800936595778,order,all_domain
KONA_048-M-20170809-COMP,soil_microbe_db,1921993,62064,3.229148077022133,order,all_domain
KONA_048-M-20190618-COMP,soil_microbe_db,983357,68327,6.9483412433124485,order,all_domain
