sampleID,db_name,samp_name,taxonomic_rank,filter_status,taxon_group,reads_classified,seq_depth,pct_classified
CPER_047-M-20190624-COMP,soil_microbe_db,CPER_047-M-20190624-COMP_soil_microbe_db,phylum,before,all_domain,3096821,5527162,56.02913393890029
CPER_047-M-20190624-COMP,soil_microbe_db,CPER_047-M-20190624-COMP_soil_microbe_db,phylum,before,fungi,69464,5527162,1.2567751768448256
CPER_047-M-20190624-COMP,soil_microbe_db,CPER_047-M-20190624-COMP_soil_microbe_db,class,before,all_domain,2949131,5527162,53.357057383156125
CPER_047-M-20190624-COMP,soil_microbe_db,CPER_047-M-20190624-COMP_soil_microbe_db,order,before,all_domain,2604375,5527162,47.119570586134444
CPER_047-M-20190624-COMP,soil_microbe_db,CPER_047-M-20190624-COMP_soil_microbe_db,family,before,all_domain,2445041,5527162,44.2368253364023
CPER_047-M-20190624-COMP,soil_microbe_db,CPER_047-M-20190624-COMP_soil_microbe_db,genus,before,all_domain,2128684,5527162,38.51314652981041
CPER_047-M-20190624-COMP,soil_microbe_db,CPER_047-M-20190624-COMP_soil_microbe_db,species,before,all_domain,1945784,5527162,35.20403418607958
CPER_047-M-20190624-COMP,soil_microbe_db,CPER_047-M-20190624-COMP_soil_microbe_db,strain,before,all_domain,185125,5527162,3.349368084380375
CPER_047-M-20200623-COMP,soil_microbe_db,CPER_047-M-20200623-COMP_soil_microbe_db,phylum,before,all_domain,2913371,5392857,54.02277494100066
CPER_047-M-20200623-COMP,soil_microbe_db,CPER_047-M-20200623-COMP_soil_microbe_db,phylum,before,fungi,65164,5392857,1.208339104856665
CPER_047-M-20200623-COMP,soil_microbe_db,CPER_047-M-20200623-COMP_soil_microbe_db,class,before,all_domain,2769746,5392857,51.359529837338535
CPER_047-M-20200623-COMP,soil_microbe_db,CPER_047-M-20200623-COMP_soil_microbe_db,order,before,all_domain,2429359,5392857,45.04771774960842
CPER_047-M-20200623-COMP,soil_microbe_db,CPER_047-M-20200623-COMP_soil_microbe_db,family,before,all_domain,2275205,5392857,42.18923290567504
CPER_047-M-20200623-COMP,soil_microbe_db,CPER_047-M-20200623-COMP_soil_microbe_db,genus,before,all_domain,1952972,5392857,36.21405129043844
CPER_047-M-20200623-COMP,soil_microbe_db,CPER_047-M-20200623-COMP_soil_microbe_db,species,before,all_domain,1790380,5392857,33.19910021719471
CPER_047-M-20200623-COMP,soil_microbe_db,CPER_047-M-20200623-COMP_soil_microbe_db,strain,before,all_domain,165543,5392857,3.069671604494612
CPER_048-M-20180702-COMP,soil_microbe_db,CPER_048-M-20180702-COMP_soil_microbe_db,phylum,before,all_domain,7084356,12351948,57.35415984588018
CPER_048-M-20180702-COMP,soil_microbe_db,CPER_048-M-20180702-COMP_soil_microbe_db,phylum,before,fungi,141451,12351948,1.1451715956058106
CPER_048-M-20180702-COMP,soil_microbe_db,CPER_048-M-20180702-COMP_soil_microbe_db,class,before,all_domain,6730354,12351948,54.488198946433386
CPER_048-M-20180702-COMP,soil_microbe_db,CPER_048-M-20180702-COMP_soil_microbe_db,order,before,all_domain,5904679,12351948,47.8036257924661
CPER_048-M-20180702-COMP,soil_microbe_db,CPER_048-M-20180702-COMP_soil_microbe_db,family,before,all_domain,5522681,12351948,44.71101238444333
CPER_048-M-20180702-COMP,soil_microbe_db,CPER_048-M-20180702-COMP_soil_microbe_db,genus,before,all_domain,4709135,12351948,38.124634268214216
CPER_048-M-20180702-COMP,soil_microbe_db,CPER_048-M-20180702-COMP_soil_microbe_db,species,before,all_domain,4261600,12351948,34.5014405824895
CPER_048-M-20180702-COMP,soil_microbe_db,CPER_048-M-20180702-COMP_soil_microbe_db,strain,before,all_domain,386838,12351948,3.1317975108055833
CPER_048-M-20210628-COMP,soil_microbe_db,CPER_048-M-20210628-COMP_soil_microbe_db,phylum,before,all_domain,142498,272495,52.29380355602855
CPER_048-M-20210628-COMP,soil_microbe_db,CPER_048-M-20210628-COMP_soil_microbe_db,phylum,before,fungi,3149,272495,1.1556175342666837
CPER_048-M-20210628-COMP,soil_microbe_db,CPER_048-M-20210628-COMP_soil_microbe_db,class,before,all_domain,136081,272495,49.938897961430484
CPER_048-M-20210628-COMP,soil_microbe_db,CPER_048-M-20210628-COMP_soil_microbe_db,order,before,all_domain,123117,272495,45.181379474852754
CPER_048-M-20210628-COMP,soil_microbe_db,CPER_048-M-20210628-COMP_soil_microbe_db,family,before,all_domain,115252,272495,42.29508798326575
CPER_048-M-20210628-COMP,soil_microbe_db,CPER_048-M-20210628-COMP_soil_microbe_db,genus,before,all_domain,98974,272495,36.321400392667755
CPER_048-M-20210628-COMP,soil_microbe_db,CPER_048-M-20210628-COMP_soil_microbe_db,species,before,all_domain,91295,272495,33.50336703425751
CPER_048-M-20210628-COMP,soil_microbe_db,CPER_048-M-20210628-COMP_soil_microbe_db,strain,before,all_domain,8463,272495,3.105745059542377
DCFS_003-M-20190731-COMP,soil_microbe_db,DCFS_003-M-20190731-COMP_soil_microbe_db,phylum,before,all_domain,2917416,6811994,42.82763607836414
DCFS_003-M-20190731-COMP,soil_microbe_db,DCFS_003-M-20190731-COMP_soil_microbe_db,phylum,before,fungi,90404,6811994,1.3271297655282728
DCFS_003-M-20190731-COMP,soil_microbe_db,DCFS_003-M-20190731-COMP_soil_microbe_db,class,before,all_domain,2764918,6811994,40.5889670484149
DCFS_003-M-20190731-COMP,soil_microbe_db,DCFS_003-M-20190731-COMP_soil_microbe_db,order,before,all_domain,2520809,6811994,37.005449505680716
DCFS_003-M-20190731-COMP,soil_microbe_db,DCFS_003-M-20190731-COMP_soil_microbe_db,family,before,all_domain,2329569,6811994,34.19804832476365
DCFS_003-M-20190731-COMP,soil_microbe_db,DCFS_003-M-20190731-COMP_soil_microbe_db,genus,before,all_domain,1939847,6811994,28.476933479389444
DCFS_003-M-20190731-COMP,soil_microbe_db,DCFS_003-M-20190731-COMP_soil_microbe_db,species,before,all_domain,1793146,6811994,26.32336434823636
DCFS_003-M-20190731-COMP,soil_microbe_db,DCFS_003-M-20190731-COMP_soil_microbe_db,strain,before,all_domain,162512,6811994,2.3856744442229396
DCFS_004-M-20190729-COMP,soil_microbe_db,DCFS_004-M-20190729-COMP_soil_microbe_db,phylum,before,all_domain,2319935,5818533,39.871476195116536
DCFS_004-M-20190729-COMP,soil_microbe_db,DCFS_004-M-20190729-COMP_soil_microbe_db,phylum,before,fungi,115570,5818533,1.9862394868259747
DCFS_004-M-20190729-COMP,soil_microbe_db,DCFS_004-M-20190729-COMP_soil_microbe_db,class,before,all_domain,2199181,5818533,37.796142085986276
DCFS_004-M-20190729-COMP,soil_microbe_db,DCFS_004-M-20190729-COMP_soil_microbe_db,order,before,all_domain,2019674,5818533,34.71105173761153
DCFS_004-M-20190729-COMP,soil_microbe_db,DCFS_004-M-20190729-COMP_soil_microbe_db,family,before,all_domain,1862113,5818533,32.00313549824328
DCFS_004-M-20190729-COMP,soil_microbe_db,DCFS_004-M-20190729-COMP_soil_microbe_db,genus,before,all_domain,1553383,5818533,26.697158888675204
DCFS_004-M-20190729-COMP,soil_microbe_db,DCFS_004-M-20190729-COMP_soil_microbe_db,species,before,all_domain,1445955,5818533,24.850851580630376
DCFS_004-M-20190729-COMP,soil_microbe_db,DCFS_004-M-20190729-COMP_soil_microbe_db,strain,before,all_domain,132801,5818533,2.2823794245044238
DCFS_006-M-20190729-COMP,soil_microbe_db,DCFS_006-M-20190729-COMP_soil_microbe_db,phylum,before,all_domain,1743582,4143812,42.07676410030185
DCFS_006-M-20190729-COMP,soil_microbe_db,DCFS_006-M-20190729-COMP_soil_microbe_db,phylum,before,fungi,52480,4143812,1.2664667219458798
DCFS_006-M-20190729-COMP,soil_microbe_db,DCFS_006-M-20190729-COMP_soil_microbe_db,class,before,all_domain,1644464,4143812,39.68481195575475
DCFS_006-M-20190729-COMP,soil_microbe_db,DCFS_006-M-20190729-COMP_soil_microbe_db,order,before,all_domain,1497822,4143812,36.14599310972602
DCFS_006-M-20190729-COMP,soil_microbe_db,DCFS_006-M-20190729-COMP_soil_microbe_db,family,before,all_domain,1377089,4143812,33.23241981055125
DCFS_006-M-20190729-COMP,soil_microbe_db,DCFS_006-M-20190729-COMP_soil_microbe_db,genus,before,all_domain,1151483,4143812,27.78801258358246
DCFS_006-M-20190729-COMP,soil_microbe_db,DCFS_006-M-20190729-COMP_soil_microbe_db,species,before,all_domain,1067602,4143812,25.763765344566792
DCFS_006-M-20190729-COMP,soil_microbe_db,DCFS_006-M-20190729-COMP_soil_microbe_db,strain,before,all_domain,98627,4143812,2.3801031513977953
DCFS_007-M-20190722-COMP,soil_microbe_db,DCFS_007-M-20190722-COMP_soil_microbe_db,phylum,before,all_domain,1831040,4787817,38.24373404413745
DCFS_007-M-20190722-COMP,soil_microbe_db,DCFS_007-M-20190722-COMP_soil_microbe_db,phylum,before,fungi,73606,4787817,1.5373603460616811
DCFS_007-M-20190722-COMP,soil_microbe_db,DCFS_007-M-20190722-COMP_soil_microbe_db,class,before,all_domain,1714762,4787817,35.81511156337011
DCFS_007-M-20190722-COMP,soil_microbe_db,DCFS_007-M-20190722-COMP_soil_microbe_db,order,before,all_domain,1558044,4787817,32.54184527102853
DCFS_007-M-20190722-COMP,soil_microbe_db,DCFS_007-M-20190722-COMP_soil_microbe_db,family,before,all_domain,1428112,4787817,29.8280406289547
DCFS_007-M-20190722-COMP,soil_microbe_db,DCFS_007-M-20190722-COMP_soil_microbe_db,genus,before,all_domain,1257965,4787817,26.27429160304164
DCFS_007-M-20190722-COMP,soil_microbe_db,DCFS_007-M-20190722-COMP_soil_microbe_db,species,before,all_domain,1170573,4787817,24.44899209806891
DCFS_007-M-20190722-COMP,soil_microbe_db,DCFS_007-M-20190722-COMP_soil_microbe_db,strain,before,all_domain,108946,4787817,2.2754837956421476
DCFS_009-M-20190729-COMP,soil_microbe_db,DCFS_009-M-20190729-COMP_soil_microbe_db,phylum,before,all_domain,1447585,3933788,36.79875478800586
DCFS_009-M-20190729-COMP,soil_microbe_db,DCFS_009-M-20190729-COMP_soil_microbe_db,phylum,before,fungi,45224,3933788,1.149629822451032
DCFS_009-M-20190729-COMP,soil_microbe_db,DCFS_009-M-20190729-COMP_soil_microbe_db,class,before,all_domain,1370326,3933788,34.83476994693156
DCFS_009-M-20190729-COMP,soil_microbe_db,DCFS_009-M-20190729-COMP_soil_microbe_db,order,before,all_domain,1265274,3933788,32.164265079867036
DCFS_009-M-20190729-COMP,soil_microbe_db,DCFS_009-M-20190729-COMP_soil_microbe_db,family,before,all_domain,1155968,3933788,29.385620170685357
DCFS_009-M-20190729-COMP,soil_microbe_db,DCFS_009-M-20190729-COMP_soil_microbe_db,genus,before,all_domain,888611,3933788,22.58919392707487
DCFS_009-M-20190729-COMP,soil_microbe_db,DCFS_009-M-20190729-COMP_soil_microbe_db,species,before,all_domain,857677,3933788,21.802827198618736
DCFS_009-M-20190729-COMP,soil_microbe_db,DCFS_009-M-20190729-COMP_soil_microbe_db,strain,before,all_domain,76194,3933788,1.936911699359498
DCFS_062-M-20190724-COMP,soil_microbe_db,DCFS_062-M-20190724-COMP_soil_microbe_db,phylum,before,all_domain,1450739,3756754,38.616821862703816
DCFS_062-M-20190724-COMP,soil_microbe_db,DCFS_062-M-20190724-COMP_soil_microbe_db,phylum,before,fungi,56314,3756754,1.4990068553863256
DCFS_062-M-20190724-COMP,soil_microbe_db,DCFS_062-M-20190724-COMP_soil_microbe_db,class,before,all_domain,1376007,3756754,36.62755133820314
DCFS_062-M-20190724-COMP,soil_microbe_db,DCFS_062-M-20190724-COMP_soil_microbe_db,order,before,all_domain,1268976,3756754,33.778522628843945
DCFS_062-M-20190724-COMP,soil_microbe_db,DCFS_062-M-20190724-COMP_soil_microbe_db,family,before,all_domain,1156227,3756754,30.777288052398426
DCFS_062-M-20190724-COMP,soil_microbe_db,DCFS_062-M-20190724-COMP_soil_microbe_db,genus,before,all_domain,963390,3756754,25.644213062659944
DCFS_062-M-20190724-COMP,soil_microbe_db,DCFS_062-M-20190724-COMP_soil_microbe_db,species,before,all_domain,902238,3756754,24.01642481780814
DCFS_062-M-20190724-COMP,soil_microbe_db,DCFS_062-M-20190724-COMP_soil_microbe_db,strain,before,all_domain,77643,3756754,2.0667576317214276
DCFS_063-M-20190724-COMP,soil_microbe_db,DCFS_063-M-20190724-COMP_soil_microbe_db,phylum,before,all_domain,2710078,7080878,38.27319154489034
DCFS_063-M-20190724-COMP,soil_microbe_db,DCFS_063-M-20190724-COMP_soil_microbe_db,phylum,before,fungi,76630,7080878,1.0822104264471157
DCFS_063-M-20190724-COMP,soil_microbe_db,DCFS_063-M-20190724-COMP_soil_microbe_db,class,before,all_domain,2611097,7080878,36.87532817257973
DCFS_063-M-20190724-COMP,soil_microbe_db,DCFS_063-M-20190724-COMP_soil_microbe_db,order,before,all_domain,2455729,7080878,34.68113700024206
DCFS_063-M-20190724-COMP,soil_microbe_db,DCFS_063-M-20190724-COMP_soil_microbe_db,family,before,all_domain,2289421,7080878,32.33244521371502
DCFS_063-M-20190724-COMP,soil_microbe_db,DCFS_063-M-20190724-COMP_soil_microbe_db,genus,before,all_domain,1462669,7080878,20.656605014236934
DCFS_063-M-20190724-COMP,soil_microbe_db,DCFS_063-M-20190724-COMP_soil_microbe_db,species,before,all_domain,1858987,7080878,26.253622785196978
DCFS_063-M-20190724-COMP,soil_microbe_db,DCFS_063-M-20190724-COMP_soil_microbe_db,strain,before,all_domain,114662,7080878,1.6193189601628497
DCFS_065-M-20190724-COMP,soil_microbe_db,DCFS_065-M-20190724-COMP_soil_microbe_db,phylum,before,all_domain,2424875,6091349,39.80850547226895
DCFS_065-M-20190724-COMP,soil_microbe_db,DCFS_065-M-20190724-COMP_soil_microbe_db,phylum,before,fungi,204548,6091349,3.358008217884084
DCFS_065-M-20190724-COMP,soil_microbe_db,DCFS_065-M-20190724-COMP_soil_microbe_db,class,before,all_domain,2330043,6091349,38.25167462905179
DCFS_065-M-20190724-COMP,soil_microbe_db,DCFS_065-M-20190724-COMP_soil_microbe_db,order,before,all_domain,2108442,6091349,34.61371200369573
DCFS_065-M-20190724-COMP,soil_microbe_db,DCFS_065-M-20190724-COMP_soil_microbe_db,family,before,all_domain,2026577,6091349,33.26975683054771
DCFS_065-M-20190724-COMP,soil_microbe_db,DCFS_065-M-20190724-COMP_soil_microbe_db,genus,before,all_domain,1516269,6091349,24.892170847541326
DCFS_065-M-20190724-COMP,soil_microbe_db,DCFS_065-M-20190724-COMP_soil_microbe_db,species,before,all_domain,1428234,6091349,23.446924482573564
DCFS_065-M-20190724-COMP,soil_microbe_db,DCFS_065-M-20190724-COMP_soil_microbe_db,strain,before,all_domain,195274,6091349,3.205759512383874
DCFS_067-M-20190724-COMP,soil_microbe_db,DCFS_067-M-20190724-COMP_soil_microbe_db,phylum,before,all_domain,2030194,5660025,35.868993511512755
DCFS_067-M-20190724-COMP,soil_microbe_db,DCFS_067-M-20190724-COMP_soil_microbe_db,phylum,before,fungi,140740,5660025,2.486561455117248
DCFS_067-M-20190724-COMP,soil_microbe_db,DCFS_067-M-20190724-COMP_soil_microbe_db,class,before,all_domain,1935564,5660025,34.19709276902487
DCFS_067-M-20190724-COMP,soil_microbe_db,DCFS_067-M-20190724-COMP_soil_microbe_db,order,before,all_domain,1794102,5660025,31.69777518650536
DCFS_067-M-20190724-COMP,soil_microbe_db,DCFS_067-M-20190724-COMP_soil_microbe_db,family,before,all_domain,1668924,5660025,29.486159513429712
DCFS_067-M-20190724-COMP,soil_microbe_db,DCFS_067-M-20190724-COMP_soil_microbe_db,genus,before,all_domain,1325404,5660025,23.416928370457725
DCFS_067-M-20190724-COMP,soil_microbe_db,DCFS_067-M-20190724-COMP_soil_microbe_db,species,before,all_domain,1307540,5660025,23.101311389967357
DCFS_067-M-20190724-COMP,soil_microbe_db,DCFS_067-M-20190724-COMP_soil_microbe_db,strain,before,all_domain,123676,5660025,2.185078687814983
DEJU_001-M-20180619-COMP,soil_microbe_db,DEJU_001-M-20180619-COMP_soil_microbe_db,phylum,before,all_domain,2023304,5047127,40.08823237457666
DEJU_001-M-20180619-COMP,soil_microbe_db,DEJU_001-M-20180619-COMP_soil_microbe_db,phylum,before,fungi,92821,5047127,1.8390858799471461
DEJU_001-M-20180619-COMP,soil_microbe_db,DEJU_001-M-20180619-COMP_soil_microbe_db,class,before,all_domain,1911936,5047127,37.88167010657747
DEJU_001-M-20180619-COMP,soil_microbe_db,DEJU_001-M-20180619-COMP_soil_microbe_db,order,before,all_domain,1752096,5047127,34.71471987925012
DEJU_001-M-20180619-COMP,soil_microbe_db,DEJU_001-M-20180619-COMP_soil_microbe_db,family,before,all_domain,1604099,5047127,31.782417997407236
DEJU_001-M-20180619-COMP,soil_microbe_db,DEJU_001-M-20180619-COMP_soil_microbe_db,genus,before,all_domain,1343388,5047127,26.616885210140346
DEJU_001-M-20180619-COMP,soil_microbe_db,DEJU_001-M-20180619-COMP_soil_microbe_db,species,before,all_domain,1274274,5047127,25.24751209945777
DEJU_001-M-20180619-COMP,soil_microbe_db,DEJU_001-M-20180619-COMP_soil_microbe_db,strain,before,all_domain,102487,5047127,2.0306007754510635
DEJU_001-O-20160817-COMP,soil_microbe_db,DEJU_001-O-20160817-COMP_soil_microbe_db,phylum,before,all_domain,568970,1238527,45.93924880119691
DEJU_001-O-20160817-COMP,soil_microbe_db,DEJU_001-O-20160817-COMP_soil_microbe_db,phylum,before,fungi,25534,1238527,2.061642580258646
DEJU_001-O-20160817-COMP,soil_microbe_db,DEJU_001-O-20160817-COMP_soil_microbe_db,class,before,all_domain,541177,1238527,43.69521213506044
DEJU_001-O-20160817-COMP,soil_microbe_db,DEJU_001-O-20160817-COMP_soil_microbe_db,order,before,all_domain,500382,1238527,40.40138002643463
DEJU_001-O-20160817-COMP,soil_microbe_db,DEJU_001-O-20160817-COMP_soil_microbe_db,family,before,all_domain,465057,1238527,37.54920159189101
DEJU_001-O-20160817-COMP,soil_microbe_db,DEJU_001-O-20160817-COMP_soil_microbe_db,genus,before,all_domain,389504,1238527,31.448971237607253
DEJU_001-O-20160817-COMP,soil_microbe_db,DEJU_001-O-20160817-COMP_soil_microbe_db,species,before,all_domain,352659,1238527,28.474066370777546
DEJU_001-O-20160817-COMP,soil_microbe_db,DEJU_001-O-20160817-COMP_soil_microbe_db,strain,before,all_domain,29048,1238527,2.3453667138463676
DEJU_001-O-20170619-COMP,soil_microbe_db,DEJU_001-O-20170619-COMP_soil_microbe_db,phylum,before,all_domain,540237,1264446,42.72519348394474
DEJU_001-O-20170619-COMP,soil_microbe_db,DEJU_001-O-20170619-COMP_soil_microbe_db,phylum,before,fungi,21569,1264446,1.7058063373208503
DEJU_001-O-20170619-COMP,soil_microbe_db,DEJU_001-O-20170619-COMP_soil_microbe_db,class,before,all_domain,515015,1264446,40.73048592031609
DEJU_001-O-20170619-COMP,soil_microbe_db,DEJU_001-O-20170619-COMP_soil_microbe_db,order,before,all_domain,482627,1264446,38.1690479466897
DEJU_001-O-20170619-COMP,soil_microbe_db,DEJU_001-O-20170619-COMP_soil_microbe_db,family,before,all_domain,449540,1264446,35.55232884599263
DEJU_001-O-20170619-COMP,soil_microbe_db,DEJU_001-O-20170619-COMP_soil_microbe_db,genus,before,all_domain,380746,1264446,30.111685275606863
DEJU_001-O-20170619-COMP,soil_microbe_db,DEJU_001-O-20170619-COMP_soil_microbe_db,species,before,all_domain,360179,1264446,28.48512312902251
DEJU_001-O-20170619-COMP,soil_microbe_db,DEJU_001-O-20170619-COMP_soil_microbe_db,strain,before,all_domain,28760,1264446,2.2745138977860657
DEJU_001-O-20180619-COMP,soil_microbe_db,DEJU_001-O-20180619-COMP_soil_microbe_db,phylum,before,all_domain,1449836,3214482,45.10325458347566
DEJU_001-O-20180619-COMP,soil_microbe_db,DEJU_001-O-20180619-COMP_soil_microbe_db,phylum,before,fungi,78068,3214482,2.4286339136445623
DEJU_001-O-20180619-COMP,soil_microbe_db,DEJU_001-O-20180619-COMP_soil_microbe_db,class,before,all_domain,1386839,3214482,43.143467594467786
DEJU_001-O-20180619-COMP,soil_microbe_db,DEJU_001-O-20180619-COMP_soil_microbe_db,order,before,all_domain,1280812,3214482,39.845051239982055
DEJU_001-O-20180619-COMP,soil_microbe_db,DEJU_001-O-20180619-COMP_soil_microbe_db,family,before,all_domain,1194260,3214482,37.1524867770297
DEJU_001-O-20180619-COMP,soil_microbe_db,DEJU_001-O-20180619-COMP_soil_microbe_db,genus,before,all_domain,984126,3214482,30.61538375389876
DEJU_001-O-20180619-COMP,soil_microbe_db,DEJU_001-O-20180619-COMP_soil_microbe_db,species,before,all_domain,902667,3214482,28.08125850448066
DEJU_001-O-20180619-COMP,soil_microbe_db,DEJU_001-O-20180619-COMP_soil_microbe_db,strain,before,all_domain,74568,3214482,2.319751673831118
DEJU_002-M-20180619-COMP,soil_microbe_db,DEJU_002-M-20180619-COMP_soil_microbe_db,phylum,before,all_domain,2650830,5725456,46.2990196763367
DEJU_002-M-20180619-COMP,soil_microbe_db,DEJU_002-M-20180619-COMP_soil_microbe_db,phylum,before,fungi,137035,5725456,2.3934338155773096
DEJU_002-M-20180619-COMP,soil_microbe_db,DEJU_002-M-20180619-COMP_soil_microbe_db,class,before,all_domain,2492429,5725456,43.53241034425904
DEJU_002-M-20180619-COMP,soil_microbe_db,DEJU_002-M-20180619-COMP_soil_microbe_db,order,before,all_domain,2285551,5725456,39.919108626457
DEJU_002-M-20180619-COMP,soil_microbe_db,DEJU_002-M-20180619-COMP_soil_microbe_db,family,before,all_domain,2089995,5725456,36.50355535000182
DEJU_002-M-20180619-COMP,soil_microbe_db,DEJU_002-M-20180619-COMP_soil_microbe_db,genus,before,all_domain,1790062,5725456,31.264968240084283
DEJU_002-M-20180619-COMP,soil_microbe_db,DEJU_002-M-20180619-COMP_soil_microbe_db,species,before,all_domain,1700812,5725456,29.70614043667439
DEJU_002-M-20180619-COMP,soil_microbe_db,DEJU_002-M-20180619-COMP_soil_microbe_db,strain,before,all_domain,130648,5725456,2.2818793821837073
DEJU_002-O-20160830-COMP,soil_microbe_db,DEJU_002-O-20160830-COMP_soil_microbe_db,phylum,before,all_domain,7843773,15885860,49.375815977227546
DEJU_002-O-20160830-COMP,soil_microbe_db,DEJU_002-O-20160830-COMP_soil_microbe_db,phylum,before,fungi,260134,15885860,1.6375191522523802
DEJU_002-O-20160830-COMP,soil_microbe_db,DEJU_002-O-20160830-COMP_soil_microbe_db,class,before,all_domain,7450287,15885860,46.898858481693786
DEJU_002-O-20160830-COMP,soil_microbe_db,DEJU_002-O-20160830-COMP_soil_microbe_db,order,before,all_domain,6920593,15885860,43.56448439052088
DEJU_002-O-20160830-COMP,soil_microbe_db,DEJU_002-O-20160830-COMP_soil_microbe_db,family,before,all_domain,6399179,15885860,40.28223212341038
DEJU_002-O-20160830-COMP,soil_microbe_db,DEJU_002-O-20160830-COMP_soil_microbe_db,genus,before,all_domain,5592250,15885860,35.20268968755862
DEJU_002-O-20160830-COMP,soil_microbe_db,DEJU_002-O-20160830-COMP_soil_microbe_db,species,before,all_domain,5065381,15885860,31.886098706648554
DEJU_002-O-20160830-COMP,soil_microbe_db,DEJU_002-O-20160830-COMP_soil_microbe_db,strain,before,all_domain,413398,15885860,2.602301669535046
DEJU_002-O-20170620-COMP,soil_microbe_db,DEJU_002-O-20170620-COMP_soil_microbe_db,phylum,before,all_domain,3058732,6578582,46.495308563456376
DEJU_002-O-20170620-COMP,soil_microbe_db,DEJU_002-O-20170620-COMP_soil_microbe_db,phylum,before,fungi,102839,6578582,1.5632396160753186
DEJU_002-O-20170620-COMP,soil_microbe_db,DEJU_002-O-20170620-COMP_soil_microbe_db,class,before,all_domain,2890736,6578582,43.94162754222719
DEJU_002-O-20170620-COMP,soil_microbe_db,DEJU_002-O-20170620-COMP_soil_microbe_db,order,before,all_domain,2652365,6578582,40.31818711083939
DEJU_002-O-20170620-COMP,soil_microbe_db,DEJU_002-O-20170620-COMP_soil_microbe_db,family,before,all_domain,2430400,6578582,36.94413172929972
DEJU_002-O-20170620-COMP,soil_microbe_db,DEJU_002-O-20170620-COMP_soil_microbe_db,genus,before,all_domain,2014269,6578582,30.6185892339717
DEJU_002-O-20170620-COMP,soil_microbe_db,DEJU_002-O-20170620-COMP_soil_microbe_db,species,before,all_domain,1883546,6578582,28.631489278388567
DEJU_002-O-20170620-COMP,soil_microbe_db,DEJU_002-O-20170620-COMP_soil_microbe_db,strain,before,all_domain,151439,6578582,2.30200064390776
DEJU_002-O-20180619-COMP,soil_microbe_db,DEJU_002-O-20180619-COMP_soil_microbe_db,phylum,before,all_domain,3341951,7082083,47.18881436436145
DEJU_002-O-20180619-COMP,soil_microbe_db,DEJU_002-O-20180619-COMP_soil_microbe_db,phylum,before,fungi,254108,7082083,3.5880404112744797
DEJU_002-O-20180619-COMP,soil_microbe_db,DEJU_002-O-20180619-COMP_soil_microbe_db,class,before,all_domain,3201046,7082083,45.199216106334816
DEJU_002-O-20180619-COMP,soil_microbe_db,DEJU_002-O-20180619-COMP_soil_microbe_db,order,before,all_domain,2986961,7082083,42.176306038774186
DEJU_002-O-20180619-COMP,soil_microbe_db,DEJU_002-O-20180619-COMP_soil_microbe_db,family,before,all_domain,2793608,7082083,39.44613470358932
DEJU_002-O-20180619-COMP,soil_microbe_db,DEJU_002-O-20180619-COMP_soil_microbe_db,genus,before,all_domain,2453081,7082083,34.63784595577318
DEJU_002-O-20180619-COMP,soil_microbe_db,DEJU_002-O-20180619-COMP_soil_microbe_db,species,before,all_domain,2206366,7082083,31.15419573591555
DEJU_002-O-20180619-COMP,soil_microbe_db,DEJU_002-O-20180619-COMP_soil_microbe_db,strain,before,all_domain,173918,7082083,2.455746423756965
DEJU_006-M-20180618-COMP,soil_microbe_db,DEJU_006-M-20180618-COMP_soil_microbe_db,phylum,before,all_domain,2667973,5765476,46.27498232583051
DEJU_006-M-20180618-COMP,soil_microbe_db,DEJU_006-M-20180618-COMP_soil_microbe_db,phylum,before,fungi,90128,5765476,1.5632360623823602
DEJU_006-M-20180618-COMP,soil_microbe_db,DEJU_006-M-20180618-COMP_soil_microbe_db,class,before,all_domain,2520967,5765476,43.725218871780925
DEJU_006-M-20180618-COMP,soil_microbe_db,DEJU_006-M-20180618-COMP_soil_microbe_db,order,before,all_domain,2287726,5765476,39.67974196753226
DEJU_006-M-20180618-COMP,soil_microbe_db,DEJU_006-M-20180618-COMP_soil_microbe_db,family,before,all_domain,2096014,5765476,36.35456985685137
DEJU_006-M-20180618-COMP,soil_microbe_db,DEJU_006-M-20180618-COMP_soil_microbe_db,genus,before,all_domain,1762005,5765476,30.561310115591496
DEJU_006-M-20180618-COMP,soil_microbe_db,DEJU_006-M-20180618-COMP_soil_microbe_db,species,before,all_domain,1658470,5765476,28.765534710403788
DEJU_006-M-20180618-COMP,soil_microbe_db,DEJU_006-M-20180618-COMP_soil_microbe_db,strain,before,all_domain,132406,5765476,2.2965319775851984
DEJU_006-O-20160830-COMP,soil_microbe_db,DEJU_006-O-20160830-COMP_soil_microbe_db,phylum,before,all_domain,1356531,2549183,53.2143435759614
DEJU_006-O-20160830-COMP,soil_microbe_db,DEJU_006-O-20160830-COMP_soil_microbe_db,phylum,before,fungi,98467,2549183,3.862688555509745
DEJU_006-O-20160830-COMP,soil_microbe_db,DEJU_006-O-20160830-COMP_soil_microbe_db,class,before,all_domain,1316476,2549183,51.643055833967196
DEJU_006-O-20160830-COMP,soil_microbe_db,DEJU_006-O-20160830-COMP_soil_microbe_db,order,before,all_domain,1238176,2549183,48.57148349098515
DEJU_006-O-20160830-COMP,soil_microbe_db,DEJU_006-O-20160830-COMP_soil_microbe_db,family,before,all_domain,1185661,2549183,46.5114116954334
