ncbi_species_taxid	accession	ncbi_genbank_assembly_accession	ncbi_organism_name	kingdom	phylum	species	ncbi_taxonomy	source	is_published
1642931	GCA_903951425.1	GCA_903951425.1	uncultured Chthonomonas sp.	Bacteria	Armatimonadota	uncultured Chthonomonas sp.	d__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__	GTDB_207	Y
1643322	GCA_013466985.1	GCA_013466985.1	Nocardioides ungokensis	Bacteria	Actinomycetota	Nocardioides ungokensis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides ungokensis	GTDB_207	Y
1643323	GCA_008274655.1	GCA_008274655.1	Lysobacter lacus	Bacteria	Pseudomonadota	Lysobacter lacus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter lacus	GTDB_207	Y
1645732	GCA_903911805.1	GCA_903911805.1	uncultured Ignavibacteria bacterium	Bacteria	Ignavibacteriota	uncultured Ignavibacteria bacterium	d__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__;f__;g__;s__	GTDB_207	Y
1645740	GCA_902806325.1	GCA_902806325.1	uncultured Thermomicrobiales bacterium	Bacteria	Thermomicrobiota	uncultured Thermomicrobiales bacterium	d__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__;g__;s__	GTDB_207	Y
1645740	GCA_902806405.1	GCA_902806405.1	uncultured Thermomicrobiales bacterium	Bacteria	Thermomicrobiota	uncultured Thermomicrobiales bacterium	d__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__;g__;s__	GTDB_207	Y
1645740	GCA_902806415.1	GCA_902806415.1	uncultured Thermomicrobiales bacterium	Bacteria	Thermomicrobiota	uncultured Thermomicrobiales bacterium	d__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__;g__;s__	GTDB_207	Y
1648519	GCA_905373425.1	GCA_905373425.1	uncultured Mesocricetibacter sp.	Bacteria	Pseudomonadota	uncultured Mesocricetibacter sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Mesocricetibacter;s__	GTDB_207	Y
1653476	GCA_011369865.1	GCA_011369865.1	Caldimicrobium thiodismutans	Bacteria	Thermodesulfobacteriota	Caldimicrobium thiodismutans	d__Bacteria;p__Thermodesulfobacteria;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Caldimicrobium;s__Caldimicrobium thiodismutans	GTDB_207	Y
1653831	GCA_014252435.1	GCA_014252435.1	Blattabacterium cuenoti	Bacteria	Bacteroidota	Blattabacterium cuenoti	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Blattabacteriaceae;g__Blattabacterium;s__Blattabacterium cuenoti	GTDB_207	Y
1653831	GCA_014251275.1	GCA_014251275.1	Blattabacterium cuenoti	Bacteria	Bacteroidota	Blattabacterium cuenoti	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Blattabacteriaceae;g__Blattabacterium;s__Blattabacterium cuenoti	GTDB_207	Y
1653831	GCA_014252295.1	GCA_014252295.1	Blattabacterium cuenoti	Bacteria	Bacteroidota	Blattabacterium cuenoti	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Blattabacteriaceae;g__Blattabacterium;s__Blattabacterium cuenoti	GTDB_207	Y
1653831	GCA_014251975.1	GCA_014251975.1	Blattabacterium cuenoti	Bacteria	Bacteroidota	Blattabacterium cuenoti	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Blattabacteriaceae;g__Blattabacterium;s__Blattabacterium cuenoti	GTDB_207	Y
1653831	GCA_014252255.1	GCA_014252255.1	Blattabacterium cuenoti	Bacteria	Bacteroidota	Blattabacterium cuenoti	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Blattabacteriaceae;g__Blattabacterium;s__Blattabacterium cuenoti	GTDB_207	Y
1653858	GCA_014145225.1	GCA_014145225.1	Thiospirillum jenense	Bacteria	Pseudomonadota	Thiospirillum jenense	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiospirillum;s__Thiospirillum jenense	GTDB_207	Y
1655483	GCA_905478845.1	GCA_905478845.1	uncultured Luminiphilus sp.	Bacteria	Pseudomonadota	uncultured Luminiphilus sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Luminiphilus;s__	GTDB_207	Y
1655483	GCA_905479205.1	GCA_905479205.1	uncultured Luminiphilus sp.	Bacteria	Pseudomonadota	uncultured Luminiphilus sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Luminiphilus;s__	GTDB_207	Y
1656909	GCA_001510135.1	GCA_001510135.1	Alphaproteobacteria bacterium casp-alpha6	Bacteria	Pseudomonadota	Alphaproteobacteria bacterium casp-alpha6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	GTDB_207	Y
1660096	GCA_001725255.1	GCA_001725255.1	Comamonas sp. SCN 67-35	Bacteria	Pseudomonadota	Comamonas sp. SCN 67-35	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__	GTDB_207	Y
1660099	GCA_001724215.1	GCA_001724215.1	Erythrobacter sp. SCN 62-14	Bacteria	Pseudomonadota	Erythrobacter sp. SCN 62-14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	GTDB_207	Y
1660114	GCA_001724425.1	GCA_001724425.1	Microbacterium sp. SCN 70-27	Bacteria	Actinomycetota	Microbacterium sp. SCN 70-27	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__	GTDB_207	Y
1661583	GCA_001442985.1	GCA_001442985.1	Armatimonadetes bacterium DC	Bacteria	Armatimonadota	Armatimonadetes bacterium DC	d__Bacteria;p__Armatimonadetes;c__;o__;f__;g__;s__	GTDB_207	Y
1661713	GCA_001510275.1	GCA_001510275.1	Thaumarchaeota archaeon casp-thauma3	Archaea	Nitrososphaerota	Thaumarchaeota archaeon casp-thauma3	d__Archaea;p__Thaumarchaeota;c__;o__;f__;g__;s__	GTDB_207	Y
1666915	GCA_001314685.1	GCA_001314685.1	Rhodobacteraceae bacterium HLUCCA09	Bacteria	Pseudomonadota	Rhodobacteraceae bacterium HLUCCA09	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	GTDB_207	Y
1667051	GCA_902531175.1	GCA_902531175.1	uncultured Pelagibacteraceae bacterium	Bacteria	Pseudomonadota	uncultured Pelagibacteraceae bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__	GTDB_207	Y
1667051	GCA_902571425.1	GCA_902571425.1	uncultured Pelagibacteraceae bacterium	Bacteria	Pseudomonadota	uncultured Pelagibacteraceae bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__	GTDB_207	Y
1667051	GCA_902581795.1	GCA_902581795.1	uncultured Pelagibacteraceae bacterium	Bacteria	Pseudomonadota	uncultured Pelagibacteraceae bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__	GTDB_207	Y
1667051	GCA_902629935.1	GCA_902629935.1	uncultured Pelagibacteraceae bacterium	Bacteria	Pseudomonadota	uncultured Pelagibacteraceae bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__	GTDB_207	Y
1667051	GCA_902555435.1	GCA_902555435.1	uncultured Pelagibacteraceae bacterium	Bacteria	Pseudomonadota	uncultured Pelagibacteraceae bacterium	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__	GTDB_207	Y
1671624	GCA_001512435.1	GCA_001512435.1	Halothermothrix sp. DTU029	Bacteria	Bacillota	Halothermothrix sp. DTU029	d__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halothermothrix;s__	GTDB_207	Y
1671625	GCA_001512375.1	GCA_001512375.1	Candidatus Methanoculleus thermohydrogenotrophicum	Archaea	Euryarchaeota	Candidatus Methanoculleus thermohydrogenotrophicum	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Candidatus Methanoculleus thermohydrogenotrophicum	GTDB_207	Y
1671630	GCA_001512785.1	GCA_001512785.1	Syntrophomonas sp. DTU019	Bacteria	Bacillota	Syntrophomonas sp. DTU019	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Syntrophomonadaceae;g__Syntrophomonas;s__	GTDB_207	Y
1671637	GCA_001513185.1	GCA_001513185.1	Clostridia bacterium DTU015	Bacteria	Bacillota	Candidatus Fermentithermobacillaceae bacterium DTU015	d__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__;s__	GTDB_207	Y
1671640	GCA_001513125.1	GCA_001513125.1	Clostridia bacterium DTU030	Bacteria	Bacillota	Clostridia bacterium DTU030	d__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__;s__	GTDB_207	Y
1671641	GCA_001512545.1	GCA_001512545.1	Clostridia bacterium DTU065	Bacteria	Bacillota	Clostridia bacterium DTU065	d__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__;s__	GTDB_207	Y
1671644	GCA_001512555.1	GCA_001512555.1	Clostridiaceae bacterium DTU059	Bacteria	Bacillota	Clostridiaceae bacterium DTU059	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__;s__	GTDB_207	Y
1671654	GCA_001512485.1	GCA_001512485.1	Clostridiales bacterium DTU069	Bacteria	Bacillota	Clostridiales bacterium DTU069	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__;g__;s__	GTDB_207	Y
1671657	GCA_001512665.1	GCA_001512665.1	Clostridiales bacterium DTU073	Bacteria	Bacillota	Clostridiales bacterium DTU073	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__;g__;s__	GTDB_207	Y
1671658	GCA_001513075.1	GCA_001513075.1	Clostridiales bacterium DTU074	Bacteria	Bacillota	Clostridiales bacterium DTU074	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__;g__;s__	GTDB_207	Y
1671660	GCA_001512915.1	GCA_001512915.1	Clostridiales bacterium DTU083	Bacteria	Bacillota	Clostridiales bacterium DTU083	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__;g__;s__	GTDB_207	Y
1671661	GCA_001513045.1	GCA_001513045.1	Clostridiales bacterium DTU089	Bacteria	Bacillota	Clostridiales bacterium DTU089	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__;g__;s__	GTDB_207	Y
1671927	GCA_910587755.1	GCA_910587755.1	uncultured Acetatifactor sp.	Bacteria	Bacillota	uncultured Acetatifactor sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Acetatifactor;s__	GTDB_207	Y
1671927	GCA_910585805.1	GCA_910585805.1	uncultured Acetatifactor sp.	Bacteria	Bacillota	uncultured Acetatifactor sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Acetatifactor;s__	GTDB_207	Y
1671927	GCA_910585015.1	GCA_910585015.1	uncultured Acetatifactor sp.	Bacteria	Bacillota	uncultured Acetatifactor sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Acetatifactor;s__	GTDB_207	Y
1671927	GCA_910586435.1	GCA_910586435.1	uncultured Acetatifactor sp.	Bacteria	Bacillota	uncultured Acetatifactor sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Acetatifactor;s__	GTDB_207	Y
1671927	GCA_910586775.1	GCA_910586775.1	uncultured Acetatifactor sp.	Bacteria	Bacillota	uncultured Acetatifactor sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Acetatifactor;s__	GTDB_207	Y
1674843	GCA_001604035.1	GCA_001604035.1	Clostridiales bacterium Firm_05	Bacteria	Bacillota	Clostridiales bacterium Firm_05	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__;g__;s__	GTDB_207	Y
1674859	GCA_001603105.1	GCA_001603105.1	Spirochaetales bacterium Spiro_03	Bacteria	Spirochaetota	Spirochaetales bacterium Spiro_03	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__;g__;s__	GTDB_207	Y
1674860	GCA_001604325.1	GCA_001604325.1	Spirochaetales bacterium Spiro_04	Bacteria	Spirochaetota	Spirochaetales bacterium Spiro_04	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__;g__;s__	GTDB_207	Y
1674865	GCA_001604385.1	GCA_001604385.1	Spirochaetales bacterium Spiro_09	Bacteria	Spirochaetota	Spirochaetales bacterium Spiro_09	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__;g__;s__	GTDB_207	Y
1674868	GCA_001603165.1	GCA_001603165.1	Spirochaetales bacterium Spiro_12	Bacteria	Spirochaetota	Spirochaetales bacterium Spiro_12	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__;g__;s__	GTDB_207	Y
1674895	GCA_001603845.1	GCA_001603845.1	Syntrophobacterales bacterium Delta_01	Bacteria	Thermodesulfobacteriota	Syntrophobacterales bacterium Delta_01	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__;g__;s__	GTDB_207	Y
1674900	GCA_001603905.1	GCA_001603905.1	Fibrobacterales bacterium Fibro_02	Bacteria	Fibrobacterota	Fibrobacterales bacterium Fibro_02	d__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__;g__;s__	GTDB_207	Y
1674911	GCA_001603185.1	GCA_001603185.1	Thermotogales bacterium Thermo_02	Bacteria	Thermotogota	Thermotogales bacterium Thermo_02	d__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__;g__;s__	GTDB_207	Y
1674912	GCA_001604565.1	GCA_001604565.1	Puniceicoccales bacterium Verruco_01	Bacteria	Verrucomicrobiota	Puniceicoccales bacterium Verruco_01	d__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__;g__;s__	GTDB_207	Y
1676152	GCA_001513435.1	GCA_001513435.1	Gammaproteobacteria bacterium DTU040	Bacteria	Pseudomonadota	Gammaproteobacteria bacterium DTU040	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	GTDB_207	Y
1676153	GCA_001513365.1	GCA_001513365.1	Clostridiales bacterium DTU033	Bacteria	Bacillota	Clostridiales bacterium DTU033	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__;g__;s__	GTDB_207	Y
1676157	GCA_001513335.1	GCA_001513335.1	Clostridiales bacterium DTU086	Bacteria	Bacillota	Clostridiales bacterium DTU086	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__;g__;s__	GTDB_207	Y
1676158	GCA_001513495.1	GCA_001513495.1	Clostridiales bacterium DTU087	Bacteria	Bacillota	Clostridiales bacterium DTU087	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__;g__;s__	GTDB_207	Y
1676163	GCA_001513545.1	GCA_001513545.1	Clostridia bacterium DTU068	Bacteria	Bacillota	Clostridia bacterium DTU068	d__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__;s__	GTDB_207	Y
1678840	GCA_001192795.1	GCA_001192795.1	Flexilinea flocculi	Bacteria	Chloroflexota	Flexilinea flocculi	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea flocculi	GTDB_207	Y
1679444	GCA_001683795.1	GCA_001683795.1	Akkermansia glycaniphila	Bacteria	Verrucomicrobiota	Akkermansia glycaniphila	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia glycaniphila	GTDB_207	Y
1696173	GCA_001704065.1	GCA_001704065.1	Pelagibacteraceae bacterium GOM-A1	Bacteria	Pseudomonadota	Pelagibacteraceae bacterium GOM-A1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__	GTDB_207	Y
1697781	GCA_001304875.1	GCA_001304875.1	Clostridia bacterium UC5.1-2E3	Bacteria	Bacillota	Clostridia bacterium UC5.1-2E3	d__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__;s__	GTDB_207	Y
1699371	GCA_013402815.1	GCA_013402815.1	Haloterrigena sp. YPL8	Archaea	Euryarchaeota	Natrinema halophilum	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Haloterrigena;s__	GTDB_207	Y
1700835	GCA_001399805.1	GCA_001399805.1	Candidatus Bathyarchaeota archaeon BA1	Archaea	Candidatus Bathyarchaeota	Candidatus Bathyarchaeota archaeon BA1	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	GTDB_207	Y
1700836	GCA_001399795.1	GCA_001399795.1	Candidatus Bathyarchaeota archaeon BA2	Archaea	Candidatus Bathyarchaeota	Candidatus Bathyarchaeota archaeon BA2	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	GTDB_207	Y
1703384	GCA_001304215.1	GCA_001304215.1	Acidithiobacillales bacterium SM1_46	Bacteria	Pseudomonadota	Acidithiobacillales bacterium SM1_46	d__Bacteria;p__Proteobacteria;c__Acidithiobacillia;o__Acidithiobacillales;f__;g__;s__	GTDB_207	Y
1703391	GCA_001303585.1	GCA_001303585.1	Betaproteobacteria bacterium SG8_41	Bacteria	Pseudomonadota	Betaproteobacteria bacterium SG8_41	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__	GTDB_207	Y
1703428	GCA_001304015.1	GCA_001304015.1	candidate division Zixibacteria bacterium SM23_81	Bacteria	candidate division Zixibacteria	candidate division Zixibacteria bacterium SM23_81	d__Bacteria;p__candidate division Zixibacteria;c__;o__;f__;g__;s__	GTDB_207	Y
1703774	GCA_001303705.1	GCA_001303705.1	candidate division TA06 bacterium SM23_40	Bacteria		candidate division TA06 bacterium SM23_40	d__Bacteria;p__;c__;o__;f__;g__;s__	GTDB_207	Y
1703779	GCA_001303785.1	GCA_001303785.1	candidate division WOR_3 bacterium SM23_42	Bacteria	candidate division WOR-3	candidate division WOR_3 bacterium SM23_42	d__Bacteria;p__candidate division WOR-3;c__;o__;f__;g__;s__	GTDB_207	Y
1704280	GCA_001462225.1	GCA_001462225.1	Fibrobacteria bacterium GUT31	Bacteria	Fibrobacterota	Fibrobacteria bacterium GUT31	d__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__;f__;g__;s__	GTDB_207	Y
1704281	GCA_001462235.1	GCA_001462235.1	Fibrobacteria bacterium GUT307	Bacteria	Fibrobacterota	Fibrobacteria bacterium GUT307	d__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__;f__;g__;s__	GTDB_207	Y
1705564	GCA_001587575.1	GCA_001587575.1	Candidatus Methanofastidiosum methylthiophilus	Archaea	Euryarchaeota	Candidatus Methanofastidiosum methylthiophilus	d__Archaea;p__Euryarchaeota;c__Candidatus Methanofastidiosa;o__;f__;g__Candidatus Methanofastidiosum;s__Candidatus Methanofastidiosum methylthiophilus	GTDB_207	Y
1705730	GCA_013374135.1	GCA_013374135.1	Candidatus Adiutrix intracellularis	Bacteria	Thermodesulfobacteriota	Candidatus Adiutrix intracellularis	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__Candidatus Adiutrix;s__Candidatus Adiutrix intracellularis	GTDB_207	Y
1710539	GCA_013456555.1	GCA_013456555.1	Natrinema sp. YPL30	Archaea	Euryarchaeota	Natrinema zhouii	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__	GTDB_207	Y
1712675	GCA_001543345.1	GCA_001543345.1	Turicibacter sp. H121	Bacteria	Bacillota	Turicibacter sp. H121	d__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__	GTDB_207	Y
1713725	GCA_001421175.1	GCA_001421175.1	Methanomassiliicoccales archaeon RumEn M2	Archaea	Candidatus Thermoplasmatota	Methanomassiliicoccales archaeon RumEn M2	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__;g__;s__	GTDB_207	Y
1719126	GCA_002075085.1	GCA_002075085.1	bacterium endosymbiont of Pedicinus badii	Bacteria	Pseudomonadota	bacterium endosymbiont of Pedicinus badii	d__Bacteria;p__;c__;o__;f__;g__;s__	GTDB_207	Y
1720083	GCA_004359375.1	GCA_004359375.1	Acetilactobacillus jinshanensis	Bacteria	Bacillota	Acetilactobacillus jinshanensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Acetilactobacillus;s__Acetilactobacillus jinshanensis	GTDB_207	Y
1720313	GCA_001486165.1	GCA_001486165.1	Bittarella massiliensis	Bacteria	Bacillota	Bittarella massiliensis (ex Durand et al. 2017)	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Bittarella;s__Bittarella massiliensis	GTDB_207	Y
1725232	GCA_002355955.1	GCA_002355955.1	Candidatus Desulfovibrio trichonymphae	Bacteria	Thermodesulfobacteriota	Candidatus Desulfovibrio trichonymphae	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Candidatus Desulfovibrio trichonymphae	GTDB_207	Y
1729462	GCA_001564275.1	GCA_001564275.1	Natrialbaceae archaeon Tc-Br11_E2g14	Archaea	Euryarchaeota	Natrialbaceae archaeon Tc-Br11_E2g14	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__;s__	GTDB_207	Y
1729468	GCA_001564055.1	GCA_001564055.1	Rhodothermaceae bacterium Tc-Br11_B2g6_7	Bacteria	Rhodothermota	Rhodothermaceae bacterium Tc-Br11_B2g6_7	d__Bacteria;p__Bacteroidetes;c__;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__;s__	GTDB_207	Y
1732021	GCA_001563795.1	GCA_001563795.1	Haloferacaceae archaeon B1-Br10_E2g22	Archaea	Euryarchaeota	Haloferacaceae archaeon B1-Br10_E2g22	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__;s__	GTDB_207	Y
1734396	GCA_001516045.1	GCA_001516045.1	Desulfosporosinus sp. BRH_c37	Bacteria	Bacillota	Desulfosporosinus sp. BRH_c37	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__Desulfosporosinus;s__	GTDB_207	Y
1736654	GCA_001443545.1	GCA_001443545.1	Acidimicrobiaceae bacterium RAAP-2	Bacteria	Actinomycetota	Acidimicrobiaceae bacterium RAAP-2	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__	GTDB_207	Y
1740262	GCA_007289895.1	GCA_007289895.1	Catenovulum sediminis	Bacteria	Pseudomonadota	Catenovulum sediminis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Catenovulum;s__Catenovulum sediminis	GTDB_207	Y
1743173	GCA_018687555.1	GCA_018687555.1	Polynucleobacter sp. MWH-P3-07-1	Bacteria	Pseudomonadota	Polynucleobacter sp. MWH-P3-07-1	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__	GTDB_207	Y
1749074	GCA_001484045.1	GCA_001484045.1	Mycoplasma sp. (ex Biomphalaria glabrata)	Bacteria	Mycoplasmatota	Mycoplasma sp. (ex Biomphalaria glabrata)	d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__	GTDB_207	Y
1751881	GCA_910577935.1	GCA_910577935.1	uncultured Hungatella sp.	Bacteria	Bacillota	uncultured Hungatella sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Hungatella;s__	GTDB_207	Y
1751881	GCA_910588325.1	GCA_910588325.1	uncultured Hungatella sp.	Bacteria	Bacillota	uncultured Hungatella sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Hungatella;s__	GTDB_207	Y
1751881	GCA_910585435.1	GCA_910585435.1	uncultured Hungatella sp.	Bacteria	Bacillota	uncultured Hungatella sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Hungatella;s__	GTDB_207	Y
1752183	GCA_001464065.1	GCA_001464065.1	Acidobacteria bacterium Ga0077522	Bacteria	Acidobacteriota	Acidobacteria bacterium Ga0077522	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	GTDB_207	Y
1752184	GCA_001464455.1	GCA_001464455.1	Acidobacteria bacterium Ga0077534	Bacteria	Acidobacteriota	Acidobacteria bacterium Ga0077534	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	GTDB_207	Y
1752185	GCA_001464545.1	GCA_001464545.1	Acidobacteria bacterium Ga0077551	Bacteria	Acidobacteriota	Acidobacteria bacterium Ga0077551	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	GTDB_207	Y
