sample_id,taxon,percentage_csv,percentage_kreport,diff,abs_diff,pct_diff
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Mycoplasmatota,0.008,0.003057278105302849,0.004942721894697151,0.004942721894697151,61.78402368371438
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Myxococcota,1.466,1.5282144306923546,-0.06221443069235466,0.06221443069235466,4.071053737149212
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Nematoda,0.003,0.003142202497116817,-1.4220249711681702e-4,1.4220249711681702e-4,4.525567567567571
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Nitrososphaerota,0.393,0.0963891847088537,0.2966108152911463,0.2966108152911463,75.47348989596597
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Nitrospinota,0.003,0,0.003,0.003,100
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Nitrospirota,0.045,0.046113944754984634,-0.001113944754984636,0.001113944754984636,2.4156353591160196
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Olpidiomycota,0.011000000000000001,0.011210019719443779,-2.1001971944377765e-4,2.1001971944377765e-4,1.8734999999999862
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Oomycota,0.002,0.0021231097953492003,-1.2310979534920028e-4,1.2310979534920028e-4,5.798559999999985
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Planctomycetota,1.09,0.9851229450420291,0.10487705495797095,0.10487705495797095,9.621748161281737
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Pseudomonadota,39.106,36.94788529771944,2.158114702280564,2.158114702280564,5.518628093593217
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Rhodothermota,0.031,0.03142202497116817,-4.2202497116817367e-4,4.2202497116817367e-4,1.343086486486501
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Spirochaetota,0.041,0.032780815240191656,0.008219184759808346,0.008219184759808346,20.046792097093523
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Synergistota,0.018000000000000002,0.01163464167851362,0.0063653583214863824,0.0063653583214863824,35.36310178603546
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Thermodesulfobacteriota,0.469,0.3184664693023801,0.15053353069761988,0.15053353069761988,32.09670164128356
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Thermomicrobiota,0.045,0.03184664693023801,0.013153353069761987,0.013153353069761987,29.229673488359975
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Thermoproteota,0.004,0,0.004,0.004,100
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Thermotogota,0.156,0,0.156,0.156,100
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Verrucomicrobiota,0.711,0.7147236815063549,-0.0037236815063549367,0.0037236815063549367,0.5209959600760519
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Vulcanimicrobiota,0.012,0,0.012,0.012,100
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,Zoopagomycota,0.06,0.05834305717619603,0.001656942823803971,0.001656942823803971,2.7615713730066185
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,candidate division NC10,0.005,0.004755765941582209,2.4423405841779086e-4,2.4423405841779086e-4,4.884681168355817
WOOD_002-M-20180724-COMP_soil_microbe_db_phylum_filtered,candidate division Zixibacteria,0.002,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Abditibacteriota,0.003,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Acidobacteriota,1.551,1.555682306970361,-0.004682306970360983,0.004682306970360983,0.3009809232503016
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Actinomycetota,51.054,52.284436853273,-1.2304368532729981,1.2304368532729981,2.3533520246684514
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Aquificota,0.052,0.0014400407719369864,0.050559959228063014,0.050559959228063014,97.2306908231981
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Armatimonadota,0.03,0.05484677027029566,-0.024846770270295658,0.024846770270295658,45.302157534246575
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Ascomycota,1.476,1.4868107917907658,-0.010810791790765828,0.010810791790765828,0.7271128142502208
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Atribacterota,0.001,0,0.001,0.001,100
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Bacillota,2.053,1.9421767280645792,0.11082327193542074,0.11082327193542074,5.398113586722881
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Bacteroidota,1.2930000000000001,1.233989720613307,0.05901027938669312,0.05901027938669312,4.563826712041231
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Balneolota,0.008,0.007638477138100536,3.6152286189946453e-4,3.6152286189946453e-4,4.5190357737433065
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Basidiomycota,0.733,0.742372323167689,-0.00937232316768899,0.00937232316768899,1.262482837142616
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Bdellovibrionota,0.012,0.010769000555354855,0.0012309994446451453,0.0012309994446451453,10.258328705376211
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Blastocladiomycota,0.022000000000000002,0.02185105345243514,1.48946547564862e-4,1.48946547564862e-4,0.6770297616584635
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Caldisericota,0.001,0,0.001,0.001,100
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Calditrichota,0.009000000000000001,0.0011895988985566408,0.0078104011014433605,0.0078104011014433605,86.78223446048177
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Campylobacterota,0.033,0.029176478248810242,0.0038235217511897596,0.0038235217511897596,11.586429549059877
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Abyssubacteria,0.001,NA,NA,NA,NA
WOOD_002-M-20200803-COMP_soil_microbe_db_phylum_filtered,Candidatus Binatota,0.006,0.015590006617926505,-0.009590006617926505,0.009590006617926505,61.51380722891566
